PEDON_ID,Fe2O3,MnO,P2O5,SiO2,TiO2,ZrO2,Al2O3,CaO,Na2O,MgO,K2O,Fe2O3_mol,MnO_mol,P2O5_mol,SiO2_mol,TiO2_mol,ZrO2_mol,Al2O3_mol,CaO_mol,Na2O_mol,MgO_mol,K2O_mol,lCaO,cl_MAP,cl_MAT,Till,SubglacialTill,lCaO_mol,PRESS,factor1,factor2,factor3,factor4
06N1108,4.35,0.06,0.05,73.13,0.81,0.03,10.28,0.31,0.69,0.66,1.9,0.27,0.01,0,12.17,0.1,0,1.01,0.06,0.11,0.16,0.2,-1.171182982,1207.91,12.285,,,-2.813410717,198.4777491,-0.224657145,0.711586076,0.520591798,-0.296784602
06N1109,5.18,0.04,0.07,75.82,0.81,0.03,10.8,0.38,0.83,0.78,2.01,0.32,0,0,12.62,0.1,0,1.06,0.07,0.13,0.19,0.21,-0.967584026,1207.91,12.285,,,-2.659260037,174.3106266,-0.340256604,0.826192431,0.742535904,-0.110906448
06N1110,5.3,0.06,0.06,76.51,0.8,0.03,11.17,0.51,0.7,0.74,1.83,0.33,0.01,0,12.74,0.1,0,1.1,0.09,0.11,0.18,0.19,-0.673344553,1207.91,12.285,,,-2.407945609,169.3144267,-0.081418612,0.713830115,0.576013504,-0.428504808
06N1111,5.03,0.03,0.05,73.03,0.72,0.02,10.57,0.42,0.11,0.48,1.06,0.32,0,0,12.15,0.09,0,1.04,0.07,0.02,0.12,0.11,-0.867500568,1207.91,12.285,,,-2.659260037,18.5119228,0.395312237,1.792931414,0.101761912,-0.430816721
06N1112,4.73,0.03,0.06,85.44,0.91,0.03,10.06,0.37,0.18,0.57,1.45,0.3,0,0,14.22,0.11,0,0.99,0.07,0.03,0.14,0.15,-0.994252273,1207.91,12.285,,,-2.659260037,59.49738655,0.002673681,1.719809019,0.634699581,-0.440485522
06N1113,4.99,0.04,0.06,74.21,0.81,0.03,10.67,0.48,0.72,0.72,1.86,0.31,0.01,0,12.35,0.1,0,1.05,0.09,0.12,0.18,0.2,-0.733969175,1207.91,12.285,,,-2.407945609,188.6165378,-0.179061495,0.633379758,0.567846872,-0.298380842
06N1114,4.65,0.04,0.06,79.29,0.84,0.04,9.71,0.36,0.77,0.63,1.91,0.29,0.01,0,13.2,0.11,0,0.95,0.06,0.12,0.16,0.2,-1.021651248,1207.91,12.285,,,-2.813410717,179.6946215,-0.30954551,0.756673108,0.773330817,-0.225654008
06N1115,4.23,0.04,0.04,80.55,0.74,0.02,8.71,0.3,0.48,0.51,1.48,0.26,0.01,0,13.41,0.09,0,0.85,0.05,0.08,0.13,0.16,-1.203972804,1207.91,12.285,,,-2.995732274,177.3651377,-0.291182193,1.174858531,0.541079089,-0.3353916
06N1117,0.92,0.04,0.04,81.61,0.25,0.01,3.82,0.02,0.01,0.1,0.1,0.06,0.01,0,13.58,0.03,0,0.37,0,0,0.02,0.01,-3.912023005,289.67,10.62,,,,-717.0389964,-0.479012527,2.484924915,-0.248908429,-0.356966237
06N1118,0.21,0,0.05,85.88,0.21,0.01,0.84,0.01,0.01,0.04,0.1,0.01,0,0,14.29,0.03,0,0.08,0,0,0.01,0.01,-4.605170186,1177.84,16.885,,,,173.009452,-0.932394057,2.966673119,-0.023434303,0.170580118
07N0375,31.03,0.06,0.18,15.49,5.88,0.06,16.75,0.02,0.05,0.55,0.77,1.94,0.01,0.01,2.58,0.74,0,1.64,0,0.01,0.14,0.08,-3.912023005,5553.42,20.14,,,,1751.988185,9.515664597,1.01773519,2.002755221,3.602476336
07N0376,31.32,0.18,0.5,7.16,5.51,0.09,9.32,0.06,0.04,0.58,0.2,1.96,0.03,0.02,1.19,0.69,0.01,0.91,0.01,0.01,0.14,0.02,-2.813410717,2335.69,17.525,,,-4.605170186,-265.0992761,9.875556123,-4.292085883,-2.816533671,-1.118899551
07N0400,4.33,0.02,0.04,74.8,1.11,0.01,11.61,0.14,0.03,0.21,0.27,0.27,0,0,12.45,0.14,0,1.14,0.02,0.01,0.05,0.03,-1.966112856,1160.66,14.985,,,-3.912023005,-208.7655462,1.056999573,2.287268163,0.023337118,-0.581463114
07N0726,6.97,0.11,0.2,58.44,0.9,0.02,16.45,0.7,2.02,1.6,3.16,0.44,0.02,0.01,9.73,0.11,0,1.61,0.12,0.33,0.4,0.34,-0.356674944,1028.41,6.575,,,-2.120263536,250.3985301,-0.255462306,-2.32516498,0.772325895,-0.287700947
07N0727,6,0.09,0.23,60.92,0.9,0.02,13.85,0.69,2.09,1.36,2.61,0.38,0.01,0.01,10.14,0.11,0,1.36,0.12,0.34,0.34,0.28,-0.371063681,1028.41,6.575,,,-2.120263536,194.675417,-0.419560146,-1.632433803,0.758828865,0.131238657
07N0736,4.05,0.04,0.08,73.6,1.09,0.02,9.9,0.45,2.14,0.81,1.62,0.25,0.01,0,12.25,0.14,0,0.97,0.08,0.34,0.2,0.17,-0.798507696,1041.51,7.055,,,-2.525728644,48.69194599,-0.546893823,-0.152324643,1.057493804,0.476473232
07N0796,4.88,0.11,0.14,67.42,0.62,0.02,12.56,0.69,1.05,1.29,2.47,0.31,0.02,0.01,11.22,0.08,0,1.23,0.12,0.17,0.32,0.26,-0.371063681,891.97,10.07,,,-2.120263536,85.43298077,-0.312335969,-0.930616513,0.32535752,-0.545083442
07N0797,4.67,0.13,0.09,70.06,0.67,0.03,12.62,0.77,1.21,1.2,2.41,0.29,0.02,0,11.66,0.08,0,1.24,0.14,0.19,0.3,0.26,-0.261364764,891.97,10.07,,,-1.966112856,68.39630414,-0.538872513,-0.454534711,0.554977793,-0.481606141
07N0798,4.68,0.14,0.15,70.34,0.62,0.02,12.01,0.68,1.18,1.17,2.51,0.29,0.02,0.01,11.71,0.08,0,1.18,0.12,0.19,0.29,0.27,-0.385662481,848.31,9.475,,,-2.120263536,86.09258896,-0.536908344,-1.004722463,0.461761704,-0.538725081
07N0799,4.73,0.15,0.12,67.84,0.6,0.02,11.53,0.78,1.19,1.19,2.32,0.3,0.02,0,11.29,0.07,0,1.13,0.14,0.19,0.3,0.25,-0.248461359,848.31,9.475,,,-1.966112856,17.92521306,-0.568756652,-0.388383274,0.480657996,-0.297389701
08N0099,4.34,0.08,0.09,57.52,0.51,0.01,15.02,2.71,3.21,1.78,1.95,0.27,0.01,0,9.57,0.06,0,1.47,0.48,0.52,0.44,0.21,0.996948635,2150.18,6.055,,,-0.733969175,1542.616783,-1.161765667,-1.817118815,0.395342617,0.326274072
08N0100,4.85,0.08,0.17,57.01,0.55,0.01,13.59,2.43,2.66,1.85,1.74,0.3,0.01,0.01,9.49,0.07,0,1.33,0.43,0.43,0.46,0.19,0.887891257,2166.13,6.005,,,-0.84397007,1467.442158,-0.691453286,-1.773519771,0.137797277,0.345823608
08N0111,5.9,0.05,0.06,65.79,0.67,0.02,11.27,0.46,1.28,1.11,1.21,0.37,0.01,0,10.95,0.08,0,1.11,0.08,0.21,0.28,0.13,-0.776528789,968.68,2.79,,,-2.525728644,-93.19304244,0.066024656,0.350180756,0.328089977,0.06795752
08N0112,5.46,0.03,0.01,70.32,0.63,0.02,9.43,0.21,1.31,1.12,1.48,0.34,0,0,11.7,0.08,0,0.92,0.04,0.21,0.28,0.16,-1.560647748,946.28,2.87,,,-3.218875825,-98.77187159,-0.415882985,0.64059457,0.666374844,0.467006871
08N0113,6.86,0.04,0.26,59.7,0.7,0.02,11.14,0.24,1.07,1.2,1.58,0.43,0.01,0.01,9.94,0.09,0,1.09,0.04,0.17,0.3,0.17,-1.427116356,935.66,2.99,,,-3.218875825,-140.7683599,0.372537571,-0.228644895,0.181702628,0.124388967
08N0114,6.01,0.04,0.12,65.96,0.66,0.02,10.12,0.31,1.28,1.27,1.48,0.38,0.01,0,10.98,0.08,0,0.99,0.06,0.21,0.31,0.16,-1.171182982,938.81,2.935,,,-2.813410717,-111.8002717,-0.131328078,0.265907103,0.499233161,0.326436361
08N0115,6.96,0.05,0.19,66.14,0.74,0.02,12.3,0.34,1.42,1.39,1.67,0.44,0.01,0.01,11.01,0.09,0,1.21,0.06,0.23,0.34,0.18,-1.078809661,962.4,2.84,,,-2.813410717,-46.00317942,0.127457004,-0.583915078,0.455089918,0.011285448
08N0116,6.71,0.03,0.16,58.78,0.66,0.02,11.75,0.13,1.17,1.38,1.49,0.42,0,0.01,9.78,0.08,0,1.15,0.02,0.19,0.34,0.16,-2.040220829,974.44,2.985,,,-3.912023005,-102.0014558,0.250911727,-0.060100986,0.189215229,0.283534933
08N0117,6.26,0.03,0.27,52.5,0.71,0.02,10.58,0.62,1.15,1.14,1.64,0.39,0,0.01,8.74,0.09,0,1.04,0.11,0.18,0.28,0.17,-0.478035801,1012.27,3.035,,,-2.207274913,-69.17318734,0.278979083,-0.015138533,-0.003863941,0.464982843
08N0118,9.02,0.07,0.38,59.5,0.91,0.02,13.29,0.31,1,1.58,1.52,0.56,0.01,0.01,9.9,0.11,0,1.3,0.06,0.16,0.39,0.16,-1.171182982,1000,3.275,,,-2.813410717,-217.7503829,0.949427953,-0.280319778,0.245676004,0.105866213
08N0119,3.67,0.03,0.22,72.37,0.57,0.03,11.02,1.02,2.09,1.01,1.75,0.23,0,0.01,12.05,0.07,0,1.08,0.18,0.34,0.25,0.19,0.019802627,1016.25,3,,,-1.714798428,281.6878641,-1.053609474,-0.704533559,0.585692493,0.09985348
08N0120,5.85,0.03,0.15,71.54,0.88,0.02,7.83,0.27,0.81,0.62,0.69,0.37,0,0.01,11.91,0.11,0,0.77,0.05,0.13,0.15,0.07,-1.30933332,1035.81,3.29,,,-2.995732274,-188.2631914,0.433756087,1.054924263,0.24938637,0.320007313
08N0121,5.18,0.03,0.12,68.29,0.81,0.02,9.58,0.33,1.12,0.96,1.01,0.32,0,0,11.37,0.1,0,0.94,0.06,0.18,0.24,0.11,-1.108662625,1035.81,3.29,,,-2.813410717,-117.9134759,0.033750161,1.031505205,0.429703958,0.40620028
08N0122,5.23,0.02,0.24,67.64,0.73,0.02,9.11,0.22,1.11,0.95,1.09,0.33,0,0.01,11.26,0.09,0,0.89,0.04,0.18,0.24,0.12,-1.514127733,1040.35,3.23,,,-3.218875825,-35.81880275,0.01441763,0.446485201,0.282655173,0.32966146
08N0123,5.04,0.04,0.15,62.05,1.01,0.02,9.04,0.38,0.77,0.57,1.38,0.32,0.01,0.01,10.33,0.13,0,0.89,0.07,0.12,0.14,0.15,-0.967584026,1371.01,1.945,,,-2.659260037,224.730505,0.483178713,0.363726714,0.134268631,0.122912574
08N0124,8.45,0.18,0.39,59.23,1.4,0.01,12.1,1.6,1.54,1.63,1.87,0.53,0.03,0.01,9.86,0.18,0,1.19,0.29,0.25,0.4,0.2,0.470003629,1238.79,3.095,,,-1.237874356,43.73103607,0.974126928,-1.296083594,0.503246399,0.396575782
08N0125,7.02,0.04,0.13,58.05,0.78,0.02,7.88,0.56,0.9,0.77,1.14,0.44,0.01,0,9.66,0.1,0,0.77,0.1,0.15,0.19,0.12,-0.579818495,1300.89,2.905,,,-2.302585093,63.95310462,0.470193179,0.835433198,0.195302484,0.637001228
08N0126,6.25,0.04,0.13,61.47,0.66,0.02,12.97,0.26,1.09,1.18,1.46,0.39,0.01,0,10.23,0.08,0,1.27,0.05,0.18,0.29,0.16,-1.347073648,1043.78,3.17,,,-2.995732274,-21.46650811,0.246259759,0.230756019,0.234064153,-0.142896285
08N0127,9.82,0.05,0.16,56.96,1.03,0.02,8.91,0.6,0.65,1.33,1.05,0.62,0.01,0.01,9.48,0.13,0,0.87,0.11,0.11,0.33,0.11,-0.510825624,1134.98,4.395,,,-2.207274913,-282.3334384,1.316304714,0.417960188,0.154421338,0.785498746
08N0128,5,0.05,0.14,55.7,0.63,0.02,11.48,0.47,1.17,0.99,1.41,0.31,0.01,0,9.27,0.08,0,1.13,0.08,0.19,0.25,0.15,-0.755022584,1088.98,3.03,,,-2.525728644,51.39083617,0.130190285,0.286562263,0.024103725,0.075139119
08N0129,3.83,0.06,0.14,68.19,0.52,0.02,12.73,0.53,1.92,0.42,1.99,0.24,0.01,0.01,11.35,0.07,0,1.25,0.09,0.31,0.1,0.21,-0.634878272,1091.67,3.74,,,-2.407945609,387.4148493,-0.728037108,-1.000067357,0.399093594,-0.580567423
08N0130,7.58,0.03,0.2,59.18,0.69,0.02,9.89,0.28,1,0.93,1.45,0.47,0,0.01,9.85,0.09,0,0.97,0.05,0.16,0.23,0.15,-1.272965676,1111.71,2.825,,,-2.995732274,-44.00655182,0.417026138,0.262735037,0.195904065,0.408444337
08N0131,6.99,0.04,0.21,65.63,0.77,0.03,10.35,0.38,1.29,1.06,1.91,0.44,0.01,0.01,10.92,0.1,0,1.02,0.07,0.21,0.26,0.2,-0.967584026,1111.25,2.98,,,-2.659260037,83.547832,0.049507812,-0.443720585,0.533211089,0.20450038
08N0132,7.16,0.06,0.11,64.78,0.74,0.02,11.9,0.19,1.39,1.12,2.09,0.45,0.01,0,10.78,0.09,0,1.17,0.03,0.22,0.28,0.22,-1.660731207,1104.32,2.98,,,-3.506557897,68.50936947,-0.079346104,-0.144656286,0.714984468,0.134179109
08N0133,4.87,0.04,0.23,67.49,0.63,0.02,8.73,0.2,1.11,0.8,1.27,0.31,0.01,0.01,11.23,0.08,0,0.86,0.04,0.18,0.2,0.13,-1.609437912,1096.62,3.095,,,-3.218875825,98.28826996,-0.058846591,0.136625461,0.193014767,0.071311835
08N0174,1.79,0.03,0.04,85.98,0.35,0.01,7.6,0.39,0.7,0.6,2.01,0.11,0,0,14.31,0.04,0,0.74,0.07,0.11,0.15,0.21,-0.94160854,633.23,14.045,,,-2.659260037,-123.2869916,-1.47389345,1.137013425,0.655800062,-0.320619938
08N0177,0.97,0.01,0.07,24.87,0.13,0.01,3.35,38.93,0.06,0.63,0.21,0.06,0,0,4.14,0.02,0,0.33,6.94,0.01,0.16,0.02,3.661765162,870.71,17.685,,,1.937301775,930.5374539,-1.009349027,1.590102639,-7.608133692,0.171819772
08N0178,1.15,0.02,0.05,25.34,0.15,0.01,4.31,38.27,0.05,0.67,0.21,0.07,0,0,4.22,0.02,0,0.42,6.82,0.01,0.17,0.02,3.644666299,870.71,17.685,,,1.919859472,908.2014427,-0.917897318,1.551479085,-7.512396356,0.055869076
08N0222,6.56,0.1,0.19,65.13,0.88,0.02,15.43,0.73,1.38,1.8,3.1,0.41,0.01,0.01,10.84,0.11,0,1.51,0.13,0.22,0.45,0.33,-0.314710745,954,7.14,,,-2.040220829,92.99369024,-0.253809391,-1.388494824,0.761159081,-0.237227297
08N0224,7.34,0.11,0.16,58.91,0.84,0.02,13.26,1.04,1.25,2.22,3.35,0.46,0.02,0.01,9.81,0.11,0,1.3,0.19,0.2,0.55,0.36,0.039220713,954,7.14,,,-1.660731207,72.87594313,-0.193522944,-1.706585731,0.690499698,0.19772801
08N0226,5.7,0.07,0.19,67.87,0.92,0.02,13.79,0.61,1.99,1.29,2.48,0.36,0.01,0.01,11.3,0.12,0,1.35,0.11,0.32,0.32,0.26,-0.494296322,966.88,6.91,,,-2.207274913,104.3959473,-0.386300872,-1.357732272,0.861425061,-0.025160172
08N0227,4.03,0.08,0.04,72.55,0.78,0.02,10.72,1.36,2.07,0.99,2,0.25,0.01,0,12.08,0.1,0,1.05,0.24,0.33,0.25,0.21,0.3074847,933.4,6.865,,,-1.427116356,104.5393346,-0.920900427,-0.431929491,0.824562946,0.22489493
08N0228,4.74,0.05,0.07,67.21,0.98,0.02,11.74,0.86,1.62,1.31,2.06,0.3,0.01,0,11.19,0.12,0,1.15,0.15,0.26,0.33,0.22,-0.15082289,936.79,7.065,,,-1.897119985,-39.38610806,-0.370837873,-0.245342414,0.760262179,0.285223554
08N0229,5.8,0.04,0.07,62.6,0.81,0.03,12.32,0.85,1.74,0.93,1.68,0.36,0.01,0,10.42,0.1,0,1.21,0.15,0.28,0.23,0.18,-0.162518929,936.79,7.065,,,-1.897119985,-52.8870491,-0.121165495,-0.236469879,0.492097525,0.10195673
08N0230,4.55,0.04,0.04,71.65,0.87,0.03,11.37,1.12,1.92,0.82,1.82,0.28,0.01,0,11.93,0.11,0,1.12,0.2,0.31,0.2,0.19,0.113328685,936.44,6.905,,,-1.609437912,31.39177941,-0.577924514,-0.261032744,0.760160175,0.073717962
08N0232,3.86,0.07,0.15,64.17,0.71,0.03,9.93,1.41,2.12,1,2.25,0.24,0.01,0.01,10.68,0.09,0,0.97,0.25,0.34,0.25,0.24,0.343589704,933.4,6.865,,,-1.386294361,204.2048301,-0.97035187,-1.199287475,0.529143658,0.339301999
08N0242,5.15,0.1,0.06,71.52,0.74,0.02,11.67,0.68,0.91,1.07,2.33,0.32,0.01,0,11.9,0.09,0,1.14,0.12,0.15,0.27,0.25,-0.385662481,968.23,10.11,,,-2.120263536,35.13509143,-0.435106978,0.144253149,0.646883345,-0.221822094
08N0243,4.72,0.11,0.22,69.37,0.67,0.02,11.79,1.25,1.04,1.19,2.55,0.3,0.01,0.01,11.55,0.08,0,1.16,0.22,0.17,0.3,0.27,0.223143551,968.23,10.11,,,-1.514127733,172.4519959,-0.564012193,-0.641202964,0.386829455,-0.336311587
08N0244,5.45,0.08,0.08,62.66,0.73,0.02,12.88,0.78,0.73,1.3,2.59,0.34,0.01,0,10.43,0.09,0,1.26,0.14,0.12,0.32,0.27,-0.248461359,968.23,10.11,,,-1.966112856,7.790671083,-0.163106928,0.0363618,0.392931126,-0.226467503
08N0245,4,0.04,0.05,75.51,0.84,0.02,11.15,0.49,0.9,0.9,2.36,0.25,0.01,0,12.57,0.1,0,1.09,0.09,0.14,0.22,0.25,-0.713349888,968.23,10.11,,,-2.407945609,55.53254992,-0.575704118,0.30262948,0.734660705,-0.325409151
08N0248,0.54,0.01,0.03,79.86,0.97,0.02,3.56,0.1,0.04,0.06,0.07,0.03,0,0,13.29,0.12,0,0.35,0.02,0.01,0.02,0.01,-2.302585093,1222.83,17.285,,,-3.912023005,-12.38462176,-0.052559649,2.865015275,0.088592062,0.291084261
08N0258,1.98,0.01,0.01,71.85,0.74,0.02,10.71,0.1,0.04,0.15,0.24,0.12,0,0,11.96,0.09,0,1.05,0.02,0.01,0.04,0.03,-2.302585093,1229.95,17.41,,,-3.912023005,67.87633563,0.449306832,2.270559794,-0.33763313,-0.747859867
08N0262,2.09,0.04,0.07,46.31,0.37,0.01,6.77,18.35,0.99,1.09,1.54,0.13,0.01,0,7.71,0.05,0,0.66,3.27,0.16,0.27,0.16,2.909629575,353.66,16.25,,,1.184789985,-35.14192985,-1.125400046,0.270642763,-3.11938303,0.26762454
08N0263,2.79,0.06,0.13,53.91,0.46,0.02,8.69,12.88,1.06,1.23,2.09,0.17,0.01,0,8.97,0.06,0,0.85,2.3,0.17,0.31,0.22,2.555675721,353.66,16.27,,,0.832909123,-144.2274223,-1.116618136,-0.013070905,-1.870671299,0.121436369
08N0265,2.9,0.06,0.16,62.76,0.49,0.02,9.21,7.52,1.14,1.05,2.21,0.18,0.01,0.01,10.45,0.06,0,0.9,1.34,0.18,0.26,0.23,2.017566138,411.05,15.565,,,0.292669614,-144.9729835,-1.0279671,-0.507232338,-0.949836749,-0.180229364
08N0266,2.29,0.05,0.1,68.68,0.42,0.02,7.62,6.54,1.11,0.84,1.95,0.14,0.01,0,11.43,0.05,0,0.75,1.17,0.18,0.21,0.21,1.877937165,406.52,15.625,,,0.157003749,-194.944395,-1.339904269,0.277986522,-0.577861055,-0.040618119
08N0267,3.33,0.07,0.21,56.5,0.49,0.02,10.02,10.94,0.87,1.45,2.21,0.21,0.01,0.01,9.4,0.06,0,0.98,1.95,0.14,0.36,0.23,2.392425797,341.04,16.93,,,0.667829373,-181.1380031,-0.81708976,-0.505967529,-1.696494059,-0.176089945
08N0332,4.81,0.03,0.05,74.97,1.03,0.02,8.53,0.19,0.1,0.27,0.61,0.3,0,0,12.48,0.13,0,0.84,0.03,0.02,0.07,0.06,-1.660731207,1096.9,13.455,,,-3.506557897,-249.4875567,0.682322077,2.22952797,0.230742994,-0.053384079
08N0333,3.93,0.01,0.11,82.2,0.89,0.02,6.51,0.03,0.07,0.27,0.13,0.25,0,0,13.68,0.11,0,0.64,0.01,0.01,0.07,0.01,-3.506557897,1096.2,13.355,,,-4.605170186,-229.7289634,0.442285754,2.647355185,0.217089485,-0.00697802
08N0409,4.88,0.1,0.17,61.65,0.68,0.01,13.08,1.91,1.6,2.19,2.01,0.31,0.01,0.01,10.26,0.09,0,1.28,0.34,0.26,0.54,0.21,0.647103242,467.21,8.755,,,-1.078809661,-396.3411841,-0.279718709,-0.99616963,0.169358364,0.229001765
08N0421,3.06,0.22,0.03,73.71,0.78,0.01,9.8,0.23,0.19,0.28,0.75,0.19,0.03,0,12.27,0.1,0,0.96,0.04,0.03,0.07,0.08,-1.46967597,1222.01,17.205,,,-3.218875825,136.4849218,0.522064205,1.152876803,-0.157296344,-0.985262536
08N0422,3.76,0.03,0.1,67.61,0.97,0.02,12.26,0.25,0.23,0.34,0.86,0.24,0,0,11.25,0.12,0,1.2,0.04,0.04,0.08,0.09,-1.386294361,1218.98,17.215,,,-3.218875825,-10.00451254,0.692227051,1.747824781,-0.051873864,-0.550794684
08N0423,1.25,0.02,0.1,80.79,0.58,0.01,5.13,0.17,0.11,0.15,0.45,0.08,0,0,13.45,0.07,0,0.5,0.03,0.02,0.04,0.05,-1.771956842,1218.65,17.215,,,-3.506557897,145.2327861,-0.410678511,2.466535927,0.048396846,-0.102084771
08N0424,4.86,0.05,0.1,62.76,1.07,0.02,16.5,0.28,0.23,0.53,1.11,0.3,0.01,0,10.45,0.13,0,1.62,0.05,0.04,0.13,0.12,-1.272965676,1218.65,17.215,,,-2.995732274,1.464592409,1.184306222,1.056466363,-0.200797058,-1.162399733
08N0425,3.38,0.03,0.07,73.62,1.04,0.02,12.93,0.22,0.19,0.33,0.89,0.21,0,0,12.25,0.13,0,1.27,0.04,0.03,0.08,0.09,-1.514127733,1221.17,17.215,,,-3.218875825,1.283359013,0.656577996,1.830063289,0.065270244,-0.77574063
08N0426,1.81,0.02,0.08,83.5,0.74,0.02,6.17,0.19,0.15,0.19,0.56,0.11,0,0,13.9,0.09,0,0.6,0.03,0.02,0.05,0.06,-1.660731207,1218.65,17.215,,,-3.506557897,100.8320499,-0.257503058,2.412076986,0.213329627,-0.183098299
08N0427,3.19,0.04,0.01,45.05,0.87,0.01,10.56,0.4,0.44,0.37,1.32,0.2,0.01,0,7.5,0.11,0,1.04,0.07,0.07,0.09,0.14,-0.916290732,1174.47,17.525,,,-2.659260037,24.81084497,0.656574692,0.987445963,-0.506458148,-0.062907997
08N0428,5.43,0.05,0.06,55.87,1.11,0.02,15.86,0.49,0.47,0.55,1.07,0.34,0.01,0,9.3,0.14,0,1.56,0.09,0.08,0.14,0.11,-0.713349888,1174.47,17.525,,,-2.407945609,-97.96685921,1.34522132,0.889243358,-0.260409719,-0.764660927
08N0429,5.17,0.06,0.2,39.37,1.32,0.02,24.96,0.29,0.08,0.74,0.93,0.32,0.01,0.01,6.55,0.17,0,2.45,0.05,0.01,0.18,0.1,-1.237874356,1174.51,17.525,,,-2.995732274,-151.6373915,2.735550006,0.167471448,-1.196083705,-2.035347462
08N0430,8.52,0.11,0.21,42.3,1.33,0.02,23.43,0.29,0.15,0.77,0.97,0.53,0.02,0.01,7.04,0.17,0,2.3,0.05,0.02,0.19,0.1,-1.237874356,1173.05,17.535,,,-2.995732274,-255.5156699,3.035143433,-0.114313332,-0.922511497,-1.810107848
08N0431,4.85,0.03,0.19,44.37,1.26,0.01,22.58,0.32,0.16,0.72,0.91,0.3,0,0.01,7.38,0.16,0,2.21,0.06,0.03,0.18,0.1,-1.139434283,1197.79,17.635,,,-2.813410717,-106.3717024,2.235501462,0.507802468,-0.94727384,-1.565628759
08N0432,6.53,0.05,0.18,43.82,1.3,0.02,21.45,0.36,0.14,0.79,0.95,0.41,0.01,0.01,7.29,0.16,0,2.1,0.06,0.02,0.2,0.1,-1.021651248,1198.38,17.655,,,-2.813410717,-166.5866838,2.493318543,0.291786962,-0.899688347,-1.453414533
08N0435,7.51,0.11,0.21,43.38,1.31,0.01,22.61,0.33,0.25,0.96,1.33,0.47,0.02,0.01,7.22,0.16,0,2.22,0.06,0.04,0.24,0.14,-1.108662625,1200.26,17.68,,,-2.813410717,-114.8814542,2.541454981,-0.3597213,-0.790813306,-1.665111568
08N0436,8.86,0.19,0.21,40.54,1.39,0.01,24.08,0.2,0.16,0.81,1.18,0.55,0.03,0.01,6.75,0.17,0,2.36,0.04,0.03,0.2,0.12,-1.609437912,1197.71,17.635,,,-3.218875825,-191.0315312,3.115967324,-0.586366626,-0.93879974,-2.003737163
08N0437,6.55,0.24,0.23,51.16,1.15,0.01,14.91,0.67,0.32,0.96,1.03,0.41,0.03,0.01,8.52,0.14,0,1.46,0.12,0.05,0.24,0.11,-0.400477567,1201.23,17.665,,,-2.120263536,-53.38912137,1.827381007,-0.117716303,-0.623405097,-0.862361734
08N0439,7.49,0.17,0.21,46.39,1.29,0.01,21.24,0.38,0.28,0.79,1.2,0.47,0.02,0.01,7.72,0.16,0,2.08,0.07,0.05,0.2,0.13,-0.967584026,1198.58,17.675,,,-2.659260037,-116.9024918,2.410644769,-0.251103379,-0.693900234,-1.535182609
08N0440,6.14,0.03,0.17,39.51,1.32,0.01,20.69,0.22,0.1,0.65,1.01,0.38,0,0.01,6.58,0.16,0,2.03,0.04,0.02,0.16,0.11,-1.514127733,1200.82,17.615,,,-3.218875825,-176.0953477,2.35098806,0.55292914,-0.913837106,-1.165890306
08N0441,7.39,0.14,0.21,42.44,1.37,0.01,21.14,0.28,0.14,0.77,1.21,0.46,0.02,0.01,7.06,0.17,0,2.07,0.05,0.02,0.19,0.13,-1.272965676,1200.01,17.68,,,-2.995732274,-167.8817465,2.61411203,-0.113688244,-0.807989221,-1.488344499
08N0442,7.38,0.15,0.2,49.49,1.43,0.01,20.88,0.43,0.29,0.9,1.46,0.46,0.02,0.01,8.24,0.18,0,2.05,0.08,0.05,0.22,0.16,-0.84397007,1206.05,17.385,,,-2.525728644,-114.939521,2.301454708,-0.320490499,-0.45255143,-1.425511536
08N0443,4.96,0.1,0.1,63.02,1,0.01,14.02,0.91,0.82,0.84,1.82,0.31,0.01,0,10.49,0.13,0,1.37,0.16,0.13,0.21,0.19,-0.094310679,1206.12,17.375,,,-1.832581464,106.7268663,0.44232207,0.407694986,0.222046797,-0.429828015
08N0444,5.69,0.12,0.15,57.88,1.16,0.01,14.97,0.69,0.61,0.73,1.62,0.36,0.02,0.01,9.63,0.15,0,1.47,0.12,0.1,0.18,0.17,-0.371063681,1206.13,17.375,,,-2.120263536,56.71386354,1.188451302,-0.24542366,-0.145419945,-0.801014106
08N0475,1.21,0.03,0.04,81.51,0.22,0.01,6.02,0.35,0.54,0.36,2.29,0.08,0,0,13.57,0.03,0,0.59,0.06,0.09,0.09,0.24,-1.049822124,634.41,14.055,,,-2.813410717,-74.80626072,-1.678466542,1.149605514,0.572986584,-0.201968647
08N0488,5.13,0.11,0.24,47.5,0.6,0.01,14.89,4.25,6.58,2.47,2.97,0.32,0.02,0.01,7.91,0.08,0,1.46,0.76,1.06,0.61,0.32,1.446918983,135.32,11.85,,,-0.274436846,-24.60470384,-2.629656472,-5.811827021,1.275076862,1.737032574
08N0489,5.68,0.16,0.18,50.65,0.61,0.01,14.63,9.02,3,2.6,2.27,0.36,0.02,0.01,8.43,0.08,0,1.43,1.61,0.48,0.65,0.24,2.199444334,175.59,11.39,,,0.476234179,-318.6779832,-0.85295882,-2.784901559,-0.752886088,0.472330319
