PEDON_ID,Fe2O3,MnO,P2O5,SiO2,TiO2,ZrO2,Al2O3,CaO,Na2O,MgO,K2O,Fe2O3_mol,MnO_mol,P2O5_mol,SiO2_mol,TiO2_mol,ZrO2_mol,Al2O3_mol,CaO_mol,Na2O_mol,MgO_mol,K2O_mol,lCaO,cl_MAP,cl_MAT,Till,SubglacialTill,lCaO_mol,PRESS,factor1,factor2,factor3,factor4
08N0490,5.24,0.07,0.11,62.04,0.61,0.01,15.2,3.11,3.3,1.68,2.84,0.33,0.01,0,10.33,0.08,0,1.49,0.56,0.53,0.42,0.3,1.134622726,173.25,10.695,,,-0.579818495,-395.6967815,-1.438994225,-2.229281039,0.838332247,0.335476664
08N0492,5.26,0.11,0.22,53.49,0.57,0.01,12.77,7.1,5.15,2.76,3.17,0.33,0.01,0.01,8.9,0.07,0,1.25,1.27,0.83,0.68,0.34,1.960094784,141.65,11.105,,,0.2390169,-70.60207067,-2.580231829,-4.472939106,0.694359304,1.68197032
08N0493,7.4,0.15,0.25,55.03,0.99,0.02,16.77,4.45,2.63,2.59,2.19,0.46,0.02,0.01,9.16,0.12,0,1.64,0.79,0.42,0.64,0.23,1.492904096,284.81,9.06,,,-0.235722334,-529.4572918,0.020098324,-2.419910425,0.07811752,0.277840176
08N0494,4.33,0.09,0.3,59.5,0.61,0.02,13.89,5.23,2.93,1.32,3.64,0.27,0.01,0.01,9.9,0.08,0,1.36,0.93,0.47,0.33,0.39,1.654411278,148.4,11.085,,,-0.072570693,-206.9027185,-1.802487923,-2.838942598,0.394029156,0.087205848
08N0495,5.24,0.07,0.09,59.91,0.6,0.01,14.71,2.95,2.4,2.4,3.01,0.33,0.01,0,9.97,0.07,0,1.44,0.53,0.39,0.59,0.32,1.08180517,225.83,9.965,,,-0.634878272,-419.2741501,-1.211843032,-1.729468478,0.61360427,0.402449764
08N0641,6.86,0.42,0.11,57.68,0.49,0.02,10.09,0.48,0.82,0.89,2.25,0.43,0.06,0,9.6,0.06,0,0.99,0.09,0.13,0.22,0.24,-0.733969175,644.98,8.57,,,-2.407945609,-221.5041031,0.290094702,-1.21237391,-0.017054104,-0.808321636
08N0644,16.51,1.48,0.05,59.2,0.35,0.01,6.34,0.24,0.33,0.64,1.76,1.03,0.21,0,9.85,0.04,0,0.62,0.04,0.05,0.16,0.19,-1.427116356,692.43,8.55,,,-3.218875825,-236.9678368,2.773648847,-4.782616493,-0.569751734,-2.829995955
08N0645,3.95,0.17,0.18,68.37,0.57,0.02,9.92,0.34,0.76,0.88,2.45,0.25,0.02,0.01,11.38,0.07,0,0.97,0.06,0.12,0.22,0.26,-1.078809661,649.2,8.445,,,-2.813410717,-141.1562622,-0.520147047,-0.51485134,0.275145674,-0.492908659
08N0647,8.62,0.43,0.17,69.27,0.46,0.01,8.58,0.34,0.58,0.74,1.85,0.54,0.06,0.01,11.53,0.06,0,0.84,0.06,0.09,0.18,0.2,-1.078809661,685.83,8.545,,,-2.813410717,-241.2824561,0.561312464,-1.225524248,0.072306623,-0.965418573
40A1377,3.86,0.08,0.13,76.08,0.59,0.02,11.24,1.07,1.06,1.62,2.4,0.24,0.01,0,12.66,0.07,0,1.1,0.19,0.17,0.4,0.25,0.067658648,409.83,6.33,,,-1.660731207,-407.4534169,-0.913962569,0.043669601,0.651155929,-0.145458888
40A1381,4.65,0.08,0.15,58.33,0.55,0.01,12.75,5.5,1.02,2.91,2.5,0.29,0.01,0.01,9.71,0.07,0,1.25,0.98,0.16,0.72,0.27,1.704748092,410.93,6.115,,,-0.020202707,-312.5176882,-0.542012473,-0.956106129,-0.528851501,0.234626728
40A1382,3.88,0.07,0.15,61.89,0.52,0.01,11.68,5.32,1.17,2.52,2.34,0.24,0.01,0.01,10.3,0.06,0,1.15,0.95,0.19,0.63,0.25,1.671473303,406.02,6.13,,,-0.051293294,-255.7797828,-0.813059952,-0.894743487,-0.481754085,0.165712948
40A2008,5.14,0.1,0.08,65.91,0.65,0.02,11.77,0.69,0.82,1.14,2,0.32,0.01,0,10.97,0.08,0,1.15,0.12,0.13,0.28,0.21,-0.371063681,959.5,10.91,,,-2.120263536,-21.72955755,-0.15123766,0.350254254,0.309753978,-0.212035729
40A2514,3.24,0.08,0.12,59.4,0.54,0.02,4.35,0.48,1.24,0.53,1.68,0.2,0.01,0,9.89,0.07,0,0.43,0.09,0.2,0.13,0.18,-0.733969175,515.17,6.47,,,-2.407945609,-417.3444296,-0.82693628,0.548139834,0.304093568,0.850317422
40A3158,1.71,0.04,0.08,64.46,0.26,0.01,10.25,1.75,2.64,0.78,3.53,0.11,0.01,0,10.73,0.03,0,1,0.31,0.43,0.19,0.38,0.559615788,354.89,10.89,,,-1.171182982,35.81947285,-2.556767285,-1.775170531,0.879830907,0.136204793
74C0159,3.3,0.06,0.07,61.26,0.44,0.01,10.27,8.79,1.79,1.48,2.88,0.21,0.01,0,10.2,0.05,0,1.01,1.57,0.29,0.37,0.31,2.173614712,217.69,16.205,,,0.451075619,-201.0169326,-1.739365644,-0.993680565,-0.581182867,0.174748235
78P0150,4.22,0.06,0.11,65.86,0.61,0.02,14.53,3.67,0.23,2.2,2.96,0.26,0.01,0,10.96,0.08,0,1.42,0.65,0.04,0.55,0.31,1.300191662,430.48,6.15,,,-0.430782916,-384.6409771,-0.421041516,0.051314282,-0.114233962,-0.514340902
78P0151,4.61,0.1,0.14,69.84,0.6,0.02,12.51,1.1,0.65,1.93,2.91,0.29,0.01,0,11.62,0.07,0,1.23,0.2,0.1,0.48,0.31,0.09531018,430.3,6.15,,,-1.609437912,-410.4230133,-0.699264674,-0.060207245,0.537519721,-0.218853936
78P0153,2.96,0.05,0.07,78.82,0.46,0.02,9.22,0.59,0.92,1.01,2.17,0.19,0.01,0,13.12,0.06,0,0.9,0.11,0.15,0.25,0.23,-0.527632742,446.41,6.425,,,-2.207274913,-351.0086524,-1.081722203,0.410251576,0.638341807,-0.234688318
78P0154,3.87,0.07,0.09,70.51,0.5,0.02,10.73,0.69,0.82,1.37,2.4,0.24,0.01,0,11.74,0.06,0,1.05,0.12,0.13,0.34,0.25,-0.371063681,423.53,6.365,,,-2.120263536,-416.4023596,-0.773497356,0.223681425,0.453980255,-0.184229153
78P0157,2.08,0.04,0.07,79.2,0.35,0.01,7.45,1.82,1.05,1.23,2.23,0.13,0.01,0,13.18,0.04,0,0.73,0.32,0.17,0.3,0.24,0.598836501,426.64,6.335,,,-1.139434283,-242.6746472,-1.590093127,0.309348233,0.48438447,-0.002816147
78P0349,6.4,0.15,0.07,62.91,1.03,0.01,13.32,4.17,2.27,2.14,0.94,0.4,0.02,0,10.47,0.13,0,1.31,0.74,0.37,0.53,0.1,1.427916036,1287.34,6.02,,,-0.301105093,258.504245,0.255386487,-0.743028583,0.07562894,0.521783463
78P0427,3.23,0.06,0.17,60.92,0.49,0.02,10.06,1.83,1.34,0.88,2.07,0.2,0.01,0.01,10.14,0.06,0,0.99,0.33,0.22,0.22,0.22,0.604315967,445.89,7.205,,,-1.108662625,-271.1880918,-0.756201362,-0.616665652,-0.089871302,-0.122602939
78P0563,3.11,0.12,0.11,68.99,0.46,0.01,13.13,1.7,2.54,0.69,3.58,0.2,0.02,0,11.48,0.06,0,1.29,0.3,0.41,0.17,0.38,0.530628251,655.1,3.48,,,-1.203972804,256.0667784,-1.94439026,-2.043048078,0.981010593,-0.471262502
78P0589,5.87,0.12,0.28,49.45,0.8,0.02,15.93,4.02,2.99,1.66,1.64,0.37,0.02,0.01,8.23,0.1,0,1.56,0.72,0.48,0.41,0.17,1.391281903,576.23,8.69,,,-0.328504067,-162.4506927,-0.080538291,-2.354271401,-0.246617814,0.094523723
78P0595,6.93,0.14,0.4,49.94,1.13,0.03,12.62,5.32,2.79,1.6,1.9,0.43,0.02,0.01,8.31,0.14,0,1.24,0.95,0.45,0.4,0.2,1.671473303,209.96,11.225,,,-0.051293294,-638.9413949,-0.025227726,-2.147279025,-0.093662014,0.736006436
79P0162,2.08,0.04,0.08,77.98,0.34,0.02,7.39,0.47,1.05,0.86,2.24,0.13,0.01,0,12.98,0.04,0,0.72,0.08,0.17,0.21,0.24,-0.755022584,1033.7,12.33,,,-2.525728644,333.5984424,-1.516078367,0.356898115,0.640443583,-0.081776161
79P0242,4.66,0.07,0.08,62.37,1.08,0.03,4.14,0.01,0.21,0.08,1.8,0.29,0.01,0,10.38,0.14,0,0.41,0,0.03,0.02,0.19,-4.605170186,1329.25,10.67,,,,76.29402553,0.176960532,1.469437436,0.452878409,0.689693108
79P0338,5.16,0.08,0.09,64.5,0.74,0.03,8.89,1.13,1.74,1.12,1.73,0.32,0.01,0,10.74,0.09,0,0.87,0.2,0.28,0.28,0.18,0.122217633,292.31,8.38,,,-1.609437912,-668.1289218,-0.538115738,-0.073111694,0.563365534,0.627236534
80P0229,1.02,0.03,0.06,42.06,0.16,0,2.69,22.63,0.3,5.9,0.73,0.06,0,0,7,0.02,0,0.26,4.03,0.05,1.46,0.08,3.11927646,131.67,18.75,,,1.393766376,-406.3660225,-1.337991144,1.087836814,-3.963671607,2.633303347
80P0240,3.38,0.06,0.07,57.47,0.41,0.01,8.46,0.96,1.24,1.14,1.6,0.21,0.01,0,9.56,0.05,0,0.83,0.17,0.2,0.28,0.17,-0.040821995,448.64,5.315,,,-1.771956842,-430.7080929,-0.62241042,0.27641967,-0.012079353,0.380963598
80P0242,4.91,0.07,0.14,72.23,0.6,0.02,6.48,0.74,1.26,1.07,1.81,0.31,0.01,0,12.02,0.07,0,0.64,0.13,0.2,0.27,0.19,-0.301105093,448.72,5.335,,,-2.040220829,-499.9709162,-0.79679108,0.417207938,0.680484136,0.593603831
80P0244,4.34,0.07,0.14,72.21,0.59,0.02,6.31,0.71,1.34,0.94,1.87,0.27,0.01,0.01,12.02,0.07,0,0.62,0.13,0.22,0.23,0.2,-0.342490309,448.64,5.315,,,-2.040220829,-391.6498963,-0.894162426,-0.231115916,0.545364262,0.432195504
80P0352,3.34,0.01,0.06,75.67,0.99,0.03,4.56,0.02,0.13,0.11,1.03,0.21,0,0,12.6,0.12,0,0.45,0,0.02,0.03,0.11,-3.912023005,1233.17,10.465,,,,-3.015862201,-0.037414903,2.23247715,0.436700639,0.399093439
81P0034,4.02,0.08,0.13,73.38,0.73,0.03,10.47,0.37,0.8,0.85,2.02,0.25,0.01,0,12.21,0.09,0,1.03,0.07,0.13,0.21,0.21,-0.994252273,1082,13.25,,,-2.659260037,131.1114533,-0.425826444,0.534347546,0.541102492,-0.270777687
81P0052,4.18,0.04,0.09,76.08,0.71,0.03,11.71,0.46,0.98,0.83,1.67,0.26,0.01,0,12.66,0.09,0,1.15,0.08,0.16,0.21,0.18,-0.776528789,1098.84,13.055,,,-2.525728644,145.5465292,-0.330399533,0.486604248,0.538780733,-0.449112561
81P0291,3.62,0.04,0.16,68.64,0.74,0.03,4.37,0.08,0.65,0.28,1.59,0.23,0.01,0.01,11.43,0.09,0,0.43,0.01,0.11,0.07,0.17,-2.525728644,1470.77,17.915,,,-4.605170186,480.2962214,-0.419212021,0.598961956,0.309870278,0.380162136
81P0760,3.76,0.07,0.13,74.38,0.57,0.02,10.64,1.16,1.03,1.03,1.91,0.24,0.01,0,12.38,0.07,0,1.04,0.21,0.17,0.26,0.2,0.148420005,408.77,5.105,,,-1.560647748,-452.0443936,-0.685217186,0.336541775,0.424662587,-0.2558318
81P0822,3.95,0.06,0.11,70.19,0.52,0.03,6.43,0.53,1.12,0.7,2.16,0.25,0.01,0,11.68,0.07,0,0.63,0.09,0.18,0.17,0.23,-0.634878272,793.38,5.03,,,-2.407945609,-84.92057435,-0.982842918,0.37114019,0.662717369,0.395934452
82P0044,5.16,0.11,0.09,66.07,0.77,0.03,11.74,0.59,0.78,1.09,2.13,0.32,0.02,0,11,0.1,0,1.15,0.1,0.13,0.27,0.23,-0.527632742,1000.73,11.455,,,-2.302585093,15.85523113,-0.024692984,0.016265863,0.403927604,-0.32063954
82P0272,38.64,0.09,0.39,3.88,6.74,0.05,15.22,0.09,0.02,0.23,0.16,2.42,0.01,0.01,0.65,0.84,0,1.49,0.02,0,0.06,0.02,-2.407945609,2327.69,22.27,,,-3.912023005,-2520.41092,11.49845844,1.390874219,2.315207949,4.750490009
82P0820,14.31,0.37,0.41,44.04,1.03,0.02,15.4,0.13,0.06,0.25,0.19,0.9,0.05,0.01,7.33,0.13,0,1.51,0.02,0.01,0.06,0.02,-2.040220829,1658.37,24.94,,,-3.912023005,46.14172212,3.588844609,-0.230640047,-0.868262734,-1.196861945
83P0357,4.26,0.03,0.07,73.97,0.68,0.03,11.24,0.48,0.96,0.77,1.55,0.27,0,0,12.31,0.09,0,1.1,0.09,0.16,0.19,0.16,-0.733969175,1048.44,12.82,,,-2.407945609,34.62584532,-0.299390723,0.871903602,0.497887064,-0.173137628
83P0866,3.36,0.08,0.16,66.06,0.52,0.02,13.58,2.34,2.45,1.3,3.13,0.21,0.01,0.01,11,0.07,0,1.33,0.42,0.4,0.32,0.33,0.850150929,225.17,9.22,,,-0.867500568,-246.3594691,-1.56594892,-2.124278947,0.605182737,-0.177882981
83P0867,3.23,0.06,0.14,66.22,0.48,0.02,11.89,5.92,2.6,1.64,2.55,0.2,0.01,0.01,11.02,0.06,0,1.17,1.06,0.42,0.41,0.27,1.778336449,227.11,10.09,,,0.058268908,-183.4969462,-1.679282315,-1.960433791,-0.046826487,0.131268327
83P0880,15.23,0.15,0.53,15.36,3.33,0.03,17.29,1.31,0.04,0.63,0.17,0.95,0.02,0.02,2.56,0.42,0,1.7,0.23,0.01,0.16,0.02,0.270027137,972.32,14.77,,,-1.46967597,-1505.81741,6.011605363,0.138469824,-0.669884982,0.907323909
83P0881,15.65,0.28,1.1,19.82,3.76,0.04,20.85,1.49,0.07,0.99,0.27,0.98,0.04,0.04,3.3,0.47,0,2.05,0.27,0.01,0.24,0.03,0.39877612,909.6,19.1,,,-1.30933332,-1512.619969,6.818905376,-1.661676008,-0.903324839,-0.01366124
84P0211,15.48,0.03,0.11,33.42,1.29,0.02,25.02,0.05,0.02,0.66,0.06,0.97,0,0,5.56,0.16,0,2.45,0.01,0,0.16,0.01,-2.995732274,2558.02,26.405,,,-4.605170186,659.1150474,4.287959311,1.236917892,-0.856083546,-1.164901833
84P0752,6.21,0.14,0.3,51.41,0.81,0.02,10.16,3.99,2.86,1.18,1.47,0.39,0.02,0.01,8.56,0.1,0,1,0.71,0.46,0.29,0.16,1.383791231,173.64,10.465,,,-0.342490309,-627.1224248,-0.33486748,-1.870744471,-0.073493111,0.759329143
84P0753,4.51,0.08,0.2,4.96,0.31,0.01,7.46,10,0.6,2.43,0.95,0.28,0.01,0.01,0.83,0.04,0,0.73,1.78,0.1,0.6,0.1,2.302585093,203.71,10.64,,,0.576613364,-715.0450213,0.722374136,-0.132130048,-3.159803633,1.459450609
84P0788,6.58,0.17,0.3,49.78,1.01,0.02,10.1,0.55,2,1.56,2.1,0.41,0.02,0.01,8.29,0.13,0,0.99,0.1,0.32,0.39,0.22,-0.597837001,1110.08,5.91,,,-2.302585093,83.46581146,0.146612846,-1.436843184,0.47115057,0.913815769
85P0316,5.05,0.06,0.1,62.97,0.73,0.03,13.15,0.78,0.74,1.31,2.15,0.32,0.01,0,10.48,0.09,0,1.29,0.14,0.12,0.33,0.23,-0.248461359,980.73,10.77,,,-1.966112856,-10.36183474,-0.008993112,0.206510302,0.258059168,-0.284534418
85P0667,4.46,0.07,0.09,66.05,0.74,0.03,10.84,0.86,0.73,1.12,2.18,0.28,0.01,0,10.99,0.09,0,1.06,0.15,0.12,0.28,0.23,-0.15082289,973.97,11.605,,,-1.897119985,6.509724224,-0.292337073,0.37686047,0.360742001,-0.077577773
85P0960,3.52,0.06,0.11,59.86,0.53,0.02,9.39,2.79,0.96,1.23,2.14,0.22,0.01,0,9.96,0.07,0,0.92,0.5,0.15,0.3,0.23,1.026041596,445.93,12.52,,,-0.693147181,-387.8589436,-0.660664668,0.205211919,-0.10898775,0.17385039
85P0963,2.67,0.01,0.06,80.85,0.28,0.01,4.12,0.2,0.12,0.2,0.89,0.17,0,0,13.46,0.03,0,0.4,0.04,0.02,0.05,0.09,-1.609437912,454.24,14.93,,,-3.218875825,-539.4998842,-0.746990538,2.24679778,0.124783905,-0.025105671
86P0106,1.33,0.01,0.04,73.79,0.5,0.02,3.47,0.02,0.25,0.01,1.31,0.08,0,0,12.28,0.06,0,0.34,0,0.04,0,0.14,-3.912023005,1127.15,13.605,,,,160.3986984,-0.891831175,1.990464863,0.211266098,0.230454623
86P0515,4.15,0.07,0.09,78.09,0.76,0.03,10.44,0.33,0.76,0.82,1.94,0.26,0.01,0,13,0.09,0,1.02,0.06,0.12,0.2,0.21,-1.108662625,1091.97,12.45,,,-2.813410717,140.9139828,-0.475104274,0.62654114,0.658050736,-0.367839848
86P0559,3.68,0.08,0.16,65,0.48,0.01,9.93,2.77,2,1.21,3.01,0.23,0.01,0.01,10.82,0.06,0,0.97,0.49,0.32,0.3,0.32,1.01884732,234.29,21.15,,,-0.713349888,-301.5982187,-1.555294581,-1.545905724,0.428187603,0.194061873
86P0705,6.71,0.09,0.12,74.59,0.65,0.02,12.31,0.53,0.67,1.06,2.26,0.42,0.01,0,12.42,0.08,0,1.21,0.09,0.11,0.26,0.24,-0.634878272,1037.4,12.33,,,-2.407945609,42.54532419,-0.162618109,0.331845571,0.660331786,-0.453830099
86P0903,7.86,0.18,0.36,49.32,1.17,0.03,8.55,2.78,2.73,1.08,1.44,0.49,0.03,0.01,8.21,0.15,0,0.84,0.5,0.44,0.27,0.15,1.022450928,262.33,9.22,,,-0.693147181,-777.0335189,0.341687524,-1.867194505,0.253826204,1.139992761
87P0072,3.9,0.14,0.12,70.9,0.66,0.02,10.87,0.73,1.05,0.89,2.34,0.24,0.02,0,11.8,0.08,0,1.07,0.13,0.17,0.22,0.25,-0.314710745,841.95,7.425,,,-2.040220829,23.36074913,-0.651421508,-0.179195252,0.509574783,-0.432836051
87P0103,4.75,0.09,0.11,60.56,0.61,0.02,13.61,0.88,0.9,1.4,2.29,0.3,0.01,0,10.08,0.08,0,1.33,0.16,0.14,0.35,0.24,-0.127833372,776.46,10.66,,,-1.832581464,-156.3788245,-0.144280533,0.007430336,0.18708742,-0.295412081
87P0172,2.69,0.04,0.07,77.51,0.33,0.01,5.06,0.26,0.61,0.31,1.57,0.17,0.01,0,12.9,0.04,0,0.5,0.05,0.1,0.08,0.17,-1.347073648,1073.38,12.09,,,-2.995732274,219.9770477,-1.049306518,1.152130216,0.381346567,-0.042956164
87P0215,4.99,0.1,0.1,69.13,0.72,0.03,11.53,0.79,0.79,1.06,2.03,0.31,0.01,0,11.51,0.09,0,1.13,0.14,0.13,0.26,0.22,-0.235722334,959.82,10.77,,,-1.966112856,-15.9552454,-0.228543374,0.365026834,0.433570706,-0.235793002
87P0270,3.31,0.04,0.04,73.63,0.33,0.01,13.18,1.81,1.93,1.37,3.68,0.21,0.01,0,12.25,0.04,0,1.29,0.32,0.31,0.34,0.39,0.593326845,186.33,10.22,,,-1.139434283,-255.2540583,-2.022497276,-1.397398751,0.947520851,-0.384900642
87P0271,2.49,0.05,0.06,76.22,0.35,0.01,13.11,1.65,2.4,0.87,3.71,0.16,0.01,0,12.69,0.04,0,1.29,0.29,0.39,0.22,0.39,0.500775288,192.87,9.695,,,-1.237874356,-149.5155835,-2.369541775,-1.693730359,1.125230161,-0.499665855
87P0432,2.22,0.04,0.1,64.65,0.5,0.02,7.95,4.68,1.17,2.38,2.29,0.14,0.01,0,10.76,0.06,0,0.78,0.84,0.19,0.59,0.24,1.54329811,649.3,14.445,,,-0.174353387,-51.71064372,-1.316302534,-0.044312412,-0.142462712,0.729403507
87P0456,1.02,0.01,0.02,71.53,0.19,0.01,2.76,0.22,0.17,0.17,0.64,0.06,0,0,11.91,0.02,0,0.27,0.04,0.03,0.04,0.07,-1.514127733,506.28,17.345,,,-3.218875825,-444.9845617,-0.861523077,2.297628601,-0.235530303,0.223205237
87P0457,1.25,0.02,0.02,82.06,0.26,0.01,3.74,0.27,0.25,0.27,0.9,0.08,0,0,13.66,0.03,0,0.37,0.05,0.04,0.07,0.1,-1.30933332,506.28,17.345,,,-2.995732274,-407.5235933,-1.064829945,2.146802512,0.156199467,0.002941034
87P0458,0.98,0.01,0.03,82.29,0.16,0.01,2.99,0.21,0.15,0.23,0.6,0.06,0,0,13.7,0.02,0,0.29,0.04,0.02,0.06,0.06,-1.560647748,506.28,17.345,,,-3.218875825,-433.5849026,-0.987244341,2.459110579,-0.015968467,0.008015618
87P0459,0.93,0.01,0.02,83.99,0.17,0.01,2.78,0.21,0.17,0.22,0.6,0.06,0,0,13.98,0.02,0,0.27,0.04,0.03,0.05,0.06,-1.560647748,506.28,17.345,,,-3.218875825,-422.7908584,-1.059498359,2.439695381,0.051113812,0.015465719
87P0492,5.12,0.09,0.09,59.58,0.63,0.01,14.54,2.41,1.63,2.43,1.65,0.32,0.01,0,9.92,0.08,0,1.43,0.43,0.26,0.6,0.18,0.879626748,239.03,16.775,,,-0.84397007,-681.8339603,-0.163713687,-0.457601068,0.052172198,0.204063904
87P0493,4.97,0.12,0.09,59.63,0.64,0.01,14.18,2.08,1.7,2.37,1.74,0.31,0.02,0,9.93,0.08,0,1.39,0.37,0.27,0.59,0.18,0.732367894,239.03,16.775,,,-0.994252273,-654.969874,-0.138996786,-0.753820677,0.07083194,0.090253548
87P0494,5.12,0.09,0.1,58.18,0.63,0.01,14.76,2.57,1.71,2.59,1.67,0.32,0.01,0,9.68,0.08,0,1.45,0.46,0.28,0.64,0.18,0.943905899,304.4,16.82,,,-0.776528789,-606.6888884,-0.187843893,-0.589971634,0.035295284,0.302092679
87P0522,4.79,0.04,0.15,40.77,0.57,0.02,14.35,3.39,0.69,1.88,2.49,0.3,0.01,0.01,6.79,0.07,0,1.41,0.6,0.11,0.47,0.26,1.220829921,442.04,8.59,,,-0.510825624,-397.8097665,0.208046031,-0.782328576,-0.894443794,-0.177841265
87P0540,3.92,0.12,0.13,67.19,0.6,0.02,11.19,1.03,1.31,1.07,2.06,0.25,0.02,0,11.18,0.08,0,1.1,0.18,0.21,0.26,0.22,0.029558802,783.77,9.415,,,-1.714798428,-54.72413281,-0.530129261,-0.296502425,0.375637659,-0.264307284
87P0541,3.69,0.12,0.15,69.59,0.62,0.02,10.51,0.99,1.45,0.95,2.13,0.23,0.02,0.01,11.58,0.08,0,1.03,0.18,0.23,0.23,0.23,-0.010050336,783.77,9.415,,,-1.714798428,42.63493209,-0.670286985,-0.908013691,0.33931117,-0.352892392
87P0542,3.52,0.12,0.14,67.35,0.63,0.02,10.5,1.01,1.36,0.9,2.11,0.22,0.02,0,11.21,0.08,0,1.03,0.18,0.22,0.22,0.22,0.009950331,783.77,9.415,,,-1.714798428,-29.64391604,-0.659725786,-0.284187165,0.388381589,-0.22227376
87P0561,3.49,0.09,0.1,66.72,0.44,0.02,8.75,1.57,1.24,1.09,1.78,0.22,0.01,0,11.1,0.05,0,0.86,0.28,0.2,0.27,0.19,0.451075619,447.24,5.23,,,-1.272965676,-367.7479846,-0.873690552,0.236292131,0.178119361,0.143119725
87P0563,3.61,0.08,0.1,66.31,0.43,0.02,8.65,1.6,1.17,1.12,1.75,0.23,0.01,0,11.04,0.05,0,0.85,0.29,0.19,0.28,0.19,0.470003629,447.24,5.23,,,-1.237874356,-381.5845285,-0.829877004,0.278602008,0.155050968,0.1684834
87P0566,4.35,0.06,0.11,72.97,0.54,0.02,11.4,1.17,1.46,1.25,2.22,0.27,0.01,0,12.15,0.07,0,1.12,0.21,0.24,0.31,0.24,0.157003749,439.06,5.09,,,-1.560647748,-355.9101554,-0.926002332,-0.250948676,0.662102627,-0.102662214
87P0571,2.67,0.11,0.13,68.16,0.33,0.02,8.52,2.71,1.79,1.41,1.71,0.17,0.02,0,11.34,0.04,0,0.84,0.48,0.29,0.35,0.18,0.996948635,620.47,6.085,,,-0.733969175,-40.97167278,-1.23932764,-0.448439132,0.086639882,0.176799567
87P0576,1.89,0.05,0.07,73.43,0.23,0.01,6.89,1.03,1.62,0.41,1.47,0.12,0.01,0,12.22,0.03,0,0.68,0.18,0.26,0.1,0.16,0.029558802,600.5,5.78,,,-1.714798428,-87.31757248,-1.433638973,0.300093209,0.323223646,0.001611669
87P0625,3.26,0.06,0.14,66.38,0.42,0.02,9.44,9.15,1.41,2.21,1.82,0.2,0.01,0,11.05,0.05,0,0.93,1.63,0.23,0.55,0.19,2.213753879,382.63,7.265,,,0.488580015,-207.0723414,-1.239244378,-0.150629204,-0.905685839,0.361654511
87P0647,2.17,0.03,0.13,17.77,0.27,0.01,6.1,35.93,0.08,0.72,0.59,0.14,0,0,2.96,0.03,0,0.6,6.41,0.01,0.18,0.06,3.581572601,946.65,19,,,1.857859271,875.8201166,-0.554534778,1.24518399,-7.19236294,0.074042664
87P0677,3.71,0.07,0.15,62.21,0.58,0.02,9.31,2.48,1.06,1.1,2.24,0.23,0.01,0.01,10.35,0.07,0,0.91,0.44,0.17,0.27,0.24,0.90825856,544.66,13.455,,,-0.820980552,-215.7399664,-0.691398555,-0.440112116,-0.090494182,0.020469776
88P0048,30.77,0.08,0.4,15.31,6.37,0.06,13.18,0.04,0.04,0.42,0.68,1.93,0.01,0.01,2.55,0.8,0,1.29,0.01,0.01,0.11,0.07,-3.218875825,6219.75,19.95,,,-4.605170186,2308.909727,9.702455426,1.35077942,2.295193326,4.395021111
88P0049,5.49,0.05,0.11,64.3,1.13,0.01,19.73,0.13,0.06,0.32,1,0.34,0.01,0,10.7,0.14,0,1.94,0.02,0.01,0.08,0.11,-2.040220829,1269.2,16.325,,,-3.912023005,2.66381402,1.644892709,1.115404558,-0.286805856,-1.783614606
88P0053,3.58,0.15,0.09,66.18,1.13,0.02,11.94,0.1,0.07,0.26,0.96,0.22,0.02,0,11.02,0.14,0,1.17,0.02,0.01,0.06,0.1,-2.302585093,1269.2,16.325,,,-3.912023005,40.00849802,1.005592152,1.329687215,-0.15566096,-0.863126434
88P0084,4.11,0.07,0.05,69.93,0.7,0.03,9.09,0.79,1,0.8,1.55,0.26,0.01,0,11.64,0.09,0,0.89,0.14,0.16,0.2,0.16,-0.235722334,934.15,10.745,,,-1.966112856,-67.94776492,-0.303624177,0.661319971,0.364949056,0.064491481
88P0152,4.86,0.06,0.09,68.6,0.7,0.03,12.11,0.61,1,0.98,2.55,0.3,0.01,0,11.42,0.09,0,1.19,0.11,0.16,0.24,0.27,-0.494296322,1049.21,10.825,,,-2.207274913,155.3742299,-0.49591986,-0.026322072,0.617896646,-0.295147875
88P0153,4.79,0.08,0.1,60.56,0.53,0.02,12.32,0.84,1.11,1.12,2.45,0.3,0.01,0,10.08,0.07,0,1.21,0.15,0.18,0.28,0.26,-0.174353387,1049.21,10.825,,,-1.897119985,187.9566067,-0.477642325,-0.1991296,0.321475204,-0.170800345
88P0154,3.73,0.08,0.07,64.37,0.67,0.03,10.28,0.67,0.91,0.75,2.26,0.23,0.01,0,10.71,0.08,0,1.01,0.12,0.15,0.19,0.24,-0.400477567,1049.21,10.825,,,-2.120263536,166.3525933,-0.563315894,0.233810965,0.346144516,-0.132885418
88P0155,4.39,0.05,0.08,59.27,0.64,0.03,10.59,0.58,0.88,0.85,2.18,0.28,0.01,0,9.87,0.08,0,1.04,0.1,0.14,0.21,0.23,-0.544727175,1049.21,10.825,,,-2.302585093,100.2320275,-0.276581989,0.25239814,0.224767368,-0.035899635
88P0156,4.18,0.09,0.08,63.88,0.72,0.03,9.83,0.47,0.77,0.72,2.12,0.26,0.01,0,10.63,0.09,0,0.96,0.08,0.12,0.18,0.23,-0.755022584,1049.21,10.825,,,-2.525728644,81.79462016,-0.32926338,0.457403165,0.356732849,-0.047155739
