cl_MAP,cl_MAT,Fe2O3,MnO,P2O5,SiO2,TiO2,ZrO2,Al2O3,Na2O,MgO,K2O,lCaO,factor1,factor2,factor3,factor4
311.64,8.915,3.198457319,0.051168862,0.18076539,46.2747615,0.410278565,0.007908956,9.666907236,0.296224559,4.540313433,1.986902783,2.5737808974,-1.133053876,-1.548327883,-1.906579604,0.9221856935
1218.65,17.215,4.859165105,0.054102537,0.096924528,62.76363636,1.073894912,0.022693503,16.50160589,0.227254347,0.527694859,1.111070955,-1.258589795,1.2953930922,-0.947289439,-0.231547361,-0.972768046
1174.47,17.525,5.430797945,0.054748152,0.063241536,55.86909091,1.109257715,0.018506011,15.86151521,0.473244373,0.545107794,1.066377545,-0.71023196,1.1449484581,-1.158544772,-0.595618566,-0.532328148
292.31,8.38,5.161204002,0.084956478,0.091713975,64.49741818,0.73882402,0.026136701,8.892988853,1.73845397,1.122044776,1.732506927,0.1229248021,-0.399395002,0.679010215,0.3083969978,-0.020031251
239.03,16.775,5.121226877,0.0901653,0.090000038,59.57784385,0.631786489,0.010713224,14.54138674,1.631885699,2.431875622,1.652751476,0.8812548492,-0.603536645,-0.135055205,-0.875786517,0.7559724568
239.03,16.775,4.973573171,0.120785528,0.091473383,59.6329369,0.642807339,0.011750642,14.18172681,1.698855641,2.370401327,1.742321407,0.7347289034,-0.592338846,0.1098436677,-0.814933157,0.7267008608
304.4,16.82,5.12254801,0.089697874,0.095778848,58.18183743,0.634653878,0.010741591,14.76424901,1.706267691,2.586273632,1.671652813,0.9455556327,-0.616089832,-0.075656336,-0.922500359,0.8640717945
544.66,13.455,3.712219126,0.071845328,0.147045737,62.20799786,0.576118432,0.02085776,9.310644247,1.055554657,1.09838806,2.244040477,0.908851679,-0.860798162,0.0986405085,-0.588618394,-0.599589957
430.3,6.15,4.612784705,0.096846112,0.140951899,69.83720205,0.596613191,0.017579102,12.50888747,0.65044523,1.925878179,2.913825092,0.0975133991,-0.733527106,0.4706492389,-0.17970413,-0.326334653
433.5,5.575,4.313369632,0.067485835,0.132203585,62.506416,0.55684219,0.012329334,12.79303675,1.044342158,2.65744638,2.391203755,1.5344431978,-1.087673554,-0.125463505,-1.044640753,0.1978616186
380.46,4.59,2.89290827,0.045838665,0.193161648,49.48748663,0.429024187,0.017425368,8.629321746,0.982207845,1.834162521,1.76292013,2.6115119589,-1.122327291,-0.848399853,-1.906739653,-0.493795754
542.04,13.56,3.474835649,0.0516492,0.121900352,76.23786096,0.595162636,0.026070512,11.18873985,1.072920879,1.116583748,2.580171064,0.1754615507,-0.89969229,0.798226964,0.2861346507,-0.945194627
341.04,16.93,3.327137619,0.070888527,0.207826352,56.50032086,0.488073394,0.017290288,10.02021538,0.871411241,1.454228856,2.21190218,2.3922412498,-1.128798626,-0.393978633,-1.831035619,-0.901266082
1218.98,17.215,3.755218841,0.033830226,0.098070208,67.60812834,0.970141785,0.020802377,12.26223314,0.228332659,0.34013267,0.864233225,-1.400251028,0.8306692039,-1.253019871,0.2733750555,-0.798962072
973.97,11.605,4.462110478,0.066110976,0.091883536,66.04705882,0.737614679,0.025935432,10.84488948,0.730961046,1.12039801,2.178050837,-0.154080684,-0.158028573,0.159846502,0.1160946849,-0.71414407
409.83,6.33,3.85598735,0.076072145,0.133502546,76.07724945,0.586263388,0.017877324,11.23690462,1.061869175,1.620692532,2.395031976,0.0709391747,-0.956217783,0.4573061231,0.1747636461,-0.281225822
254.13,16.125,1.852730953,0.033701103,0.1031112,31.71957219,0.274562135,0.009320546,5.127337994,0.534303815,1.713930348,1.34790989,3.0643900288,-1.256689018,-2.433379014,-2.576150709,-0.016826579
258.32,16.86,2.630540521,0.061591671,0.083863776,77.34652406,0.38265221,0.01094151,8.652182127,1.137889203,1.239635158,2.485242742,1.2794627934,-1.944533414,-0.045284457,-0.345688981,-0.404265056
173.64,10.465,6.400163136,0.142585364,0.291131036,46.57448128,0.830857381,0.018380386,14.41445305,2.721223885,1.597200663,1.638123118,1.3550294843,-0.236888152,1.2206247619,-1.566652781,0.618987474
243.18,10.34,5.120358991,0.099045088,0.130825199,59.32581818,0.656775646,0.010344455,13.25558851,2.949835557,1.665970149,1.889950608,1.2056534575,-1.303000512,1.0542701404,-0.729099998,1.1614214213
257.28,16.805,2.384758416,0.030602151,0.039182256,74.01411765,0.300917431,0.009590706,8.316833554,1.022644561,0.919402985,2.307071437,1.7534697706,-2.059805355,-0.602992514,-0.680575037,-0.59109827
669.78,16.14,3.421391267,0.059622545,0.139094717,62.00505241,0.580335279,0.020902337,9.730154922,0.974398167,2.572029851,2.437664137,1.1359372053,-1.012672931,0.1551935558,-0.443129307,-0.017092531
421.34,10.395,5.164280925,0.097946252,0.194085066,56.77508021,0.565104254,0.019121978,14.71540525,1.548642674,2.096525705,3.282059993,-0.186445968,-0.734449289,1.4316923624,-0.258788524,0.4276458408
452.54,10.16,3.448451868,0.047312253,0.085944931,75.28986984,0.558388274,0.017484052,8.93316308,1.251548225,0.718376033,2.157861509,0.1403477186,-1.176600827,0.1834709276,0.3213822595,-0.388966977
220.07,12.665,2.507036086,0.080279643,0.172967892,71.96437647,0.482346956,0.020031068,7.756963915,0.565925327,0.680187396,2.470222865,-0.503335892,-0.920688986,0.1083183518,0.2928556711,-0.810567646
173.64,10.465,6.207067622,0.138897611,0.300686007,51.40915936,0.808438699,0.021704714,10.16359909,2.860601159,1.177640133,1.466449825,1.3832058082,-0.489118296,1.3597185627,-1.079496413,0.4917726901
467.21,8.755,4.877323526,0.104331384,0.174601632,61.64877005,0.683402836,0.011346751,13.08312866,1.600350452,2.185406302,2.008553186,0.6477531748,-0.725710005,0.284842034,-0.71272074,0.6315022338
6865.68,17.175,12.64026336,0.219379977,0.38609416,22.67572193,2.038698916,0.017560448,14.93803136,0.365952285,3.790713101,0.12480424,1.0272967683,3.4505825142,-1.256367203,-2.611685812,1.3542392635
3955.78,21.67,17.79797008,0.173283066,0.250445648,23.57219251,2.165471226,0.013913278,8.883808804,0.187491576,11.37827529,0.091073365,0.4323077226,3.529489136,-1.312658262,0.0865252648,6.3453535119
3780.01,21.755,21.18315745,0.168118146,0.30475088,20.62417112,4.024353628,0.024719708,11.44549405,0.393179674,2.937810945,0.126972654,0.8951533209,5.7613718283,-0.754649365,-1.339795657,2.2214184009
1290.59,11.285,2.706708666,0.025011125,0.103292217,69.25981604,0.583824854,0.020032419,5.888830531,0.75845397,0.465935323,1.38007228,-3.575320795,0.0256022777,-0.42367458,2.2960332579,0.6147999129
1356.42,7.245,6.451527164,0.071068008,0.19036848,56.94242353,0.998296914,0.01833581,6.125716985,1.427552231,0.391850746,1.468296591,-0.906594092,0.1602546577,0.0262586769,0.5195357135,0.617146999
1863.84,19.58,24.15332909,0.248276413,0.476513517,20.55128556,4.433035863,0.0333608,22.32479123,0.073110931,1.746353234,0.181189013,-2.011423152,8.1516907746,0.3842780638,-1.194423295,1.2898955381
1002.46,12.405,4.742884004,0.111996125,0.194217965,58.08015829,0.611029191,0.019570444,9.394989609,0.785042459,0.896885572,1.998515841,0.2652311702,-0.262331375,-0.126168913,-0.686986433,-0.538937762
443.99,11.26,3.098049824,0.052819054,0.165211639,55.8136984,0.463194329,0.016910712,10.45730776,1.066686885,1.736749585,2.320050596,1.8667555957,-1.209384024,-0.23712401,-1.357449938,-0.412704621
410.93,6.115,4.650700702,0.0793758,0.152248941,58.33206845,0.550530577,0.014474459,12.75040274,1.018085499,2.913580663,2.503635856,1.7039297811,-0.980200949,0.0089227737,-1.219627266,0.2096497709
406.02,6.13,3.878268079,0.072259048,0.146876176,61.89285741,0.517940776,0.014464608,11.67680606,1.166286235,2.520800036,2.343546425,1.67199037,-1.196527528,-0.003483719,-1.053288253,0.076009003
1666.27,19.945,6.205890899,0.076957308,0.21538784,64.29090909,0.72293578,0.018911252,16.37785755,0.473918318,1.991376451,2.556077581,0.262698048,0.0700149337,0.2097487732,-0.839222379,-0.568919612
610.03,17.295,3.699811347,0.044406691,0.08545398,61.71892193,0.58946789,0.024788599,10.83508596,0.498068473,1.035480929,2.069127816,1.910559508,-0.620363155,-0.562348972,-1.27582748,-1.516674811
1230.64,10.63,5.165591621,0.169706556,0.11016539,67.10136883,0.94436386,0.023701435,13.17346778,0.607960177,0.820271705,2.510654373,-1.887242356,0.545683003,0.7612154902,0.5551618493,-0.496310464
1236.6,6.36,4.891764476,0.057459735,0.08478032,72.32,0.812677231,0.021207619,10.2087663,0.113088017,0.862686567,1.498976027,-2.257822954,0.61712657,-0.667449502,1.1811992215,-0.280668458
1295.68,10.49,4.684014972,0.028665306,0.086613408,70.41967914,1.052210175,0.02904228,15.84394483,0.248955385,0.799502488,2.770268642,-2.870001068,0.8379391234,0.6440581086,1.454870144,-0.642136341
1361.23,14.19,6.245617808,0.11742833,0.144229655,57.4175508,1.079361134,0.009385384,13.62868883,0.259839601,0.96939801,1.847105168,0.4201277227,0.4343496263,-0.989015625,-1.31841634,-0.37176064
1192.81,11.005,2.408182226,0.009011891,0.062558612,86.95495365,0.744259842,0.021131021,8.126884612,0.28930436,0.287778476,1.349387292,-4.49450961,0.3147562704,-0.443761651,3.0713310024,0.0839060635
1204.66,10.62,2.735591777,0.009969054,0.087943043,81.48068133,0.707543398,0.022612916,8.29389994,0.111854311,0.295686287,0.888469555,-3.559404714,0.5535420139,-0.975602438,2.2326786959,-0.340647985
1222.34,11.25,5.130795079,0.075786162,0.082010066,65.22050909,0.899826522,0.013228421,13.85327036,1.077348699,0.818819237,2.238841103,-0.522241983,-0.20438414,0.0555195253,-0.081486318,0.0240434474
254.22,10.435,6.494522589,0.136826478,0.234749832,53.59053904,0.915738115,0.016400108,15.16172303,2.836324302,1.879169154,1.913840501,1.3334351885,-0.493316132,1.4762968154,-1.206846106,0.8418414407
1048.27,10.99,4.525591992,0.151065671,0.182174671,66.96530928,0.867148927,0.023219152,10.8600415,0.582737463,0.621873753,2.186895083,-1.159715224,0.2815899215,0.4079024705,0.1587700386,-0.769915618
1243.45,10.435,4.148394197,0.306165388,0.202468889,64.29189763,0.938212894,0.026863731,13.00932205,0.473811364,0.765580431,2.394973306,-0.904278629,0.6944945419,1.0042456508,-0.6726441,-1.429362576
1267.92,9.405,3.283590656,0.023820114,0.074956652,73.49234796,0.768325173,0.020903893,9.692439904,0.325770705,0.508899927,2.0453429,-2.965698652,0.1408365421,-0.244372555,1.8106104752,-0.099861558
1350.13,9.875,5.523305811,0.069209928,0.076531424,77.90737968,0.789491243,0.025935432,10.55337238,0.095835018,0.427860697,1.640404771,-3.575570769,0.9631153283,-0.128395384,2.0539269549,-0.403448658
576.23,8.69,5.871145395,0.116310125,0.277249977,49.44626524,0.801838198,0.02092395,15.93334593,2.98792964,1.656349917,1.642385255,1.3907802943,-0.363956553,1.4964095774,-1.427217528,0.5257972865
1222.11,11.89,2.728793771,0.079321296,0.06631375,74.87433583,0.623609214,0.01719511,8.64407062,0.118154025,0.369453726,1.212778326,-2.994359676,0.3096391274,-1.00354467,1.4748613033,-0.237476823
1364.69,8.05,4.5373178,0.061591671,0.024746688,76.98673797,0.946455379,0.028637039,10.90818062,0.212023184,0.65787728,2.089507288,-2.810102927,0.6537642634,0.1748133541,1.8691632245,-0.585008755
1235.24,10.635,3.950243152,0.019239327,0.057513136,79.82331551,0.700750626,0.028231798,7.64103533,0.064833536,0.2960199,0.877243706,-3.595773484,0.8575401201,-0.794628555,2.3937314848,-0.478307125
305.55,5.905,4.930511975,0.099037341,0.192245104,65.0342246,0.560467056,0.020126976,12.18968449,2.870602507,1.034825871,3.028671244,0.8360146683,-1.617436778,2.3072596394,-0.190849364,0.316613089
450.2,10.1,5.4547113,0.074800954,0.111456333,51.84044492,0.685229358,0.00421856,10.36211411,2.743958755,2.104825871,2.42972172,1.2042755724,-1.655849209,0.7712473681,-0.55245372,2.0033889374
303.09,3.95,1.675150165,0.049841478,0.03666176,64.70588235,0.236363636,0.005403215,11.02682789,0.876533226,0.79800995,2.30972172,0.4563663332,-1.630688226,-0.868391231,-0.671686709,-0.18735223
175.59,11.39,5.683014136,0.155980584,0.175976448,50.64812834,0.608340284,0.008510063,14.63045532,2.997573797,2.602321725,2.266594386,2.1989031342,-1.404379675,1.298383517,-1.684019903,1.3738686776
670.26,14.245,2.233154181,0.048423707,0.111591523,69.49752086,0.509207673,0.025073619,7.724789344,1.052392506,2.522429519,2.377400313,1.1515240869,-1.353744506,0.3306993552,0.042054046,-0.281390511
1156.11,5.81,7.777698196,0.143422081,0.314665595,41.75789947,0.862977481,0.016959341,13.47642925,1.860392236,3.342873964,0.764601855,1.1618773371,0.6389278046,-0.002371096,-1.608135301,1.3088524084
1508.65,12.105,4.047612327,0.041448483,0.060491904,71.81304813,0.787823186,0.027961637,11.44133762,1.386709799,0.596351575,2.586555837,-2.879926712,-0.083350331,1.2977130873,2.1001629987,0.1734974081
1535.45,11.88,4.46554199,0.057459735,0.038036576,68.34374332,0.825020851,0.021072538,12.04553183,0.462326459,0.930182421,2.289362727,-1.701463556,0.145547575,-0.057841286,0.8947251173,-0.237465097
1514.19,11.71,4.937232021,0.280326033,0.034828672,68.82716578,0.74912427,0.016885047,12.29775175,0.382396549,0.886733002,2.943259848,-2.145259524,0.1961450605,0.7936800722,0.4482669739,-0.341382576
1267.92,9.405,4.420483604,0.073494034,0.093479097,67.08274811,0.921999933,0.023364031,11.64992509,0.232957556,0.616384813,2.483558265,-2.180836384,0.4317179169,0.1213952536,0.9928207419,-0.482128126
1197.75,10.835,5.02432719,0.06283867,0.06701366,66.51469934,1.004655114,0.025165588,12.87606314,0.386765983,0.781267454,2.776756294,-2.258675993,0.4881316718,0.4990421976,1.171728554,-0.333220363
1392.19,10.615,7.954732227,0.223886283,0.270323219,60.90145609,1.657068749,0.018781995,13.93972679,1.45491267,0.88237563,1.817487823,-0.012048725,1.0900760285,1.0345274713,-0.839082695,-0.100667254
1471.86,9.26,3.764512521,0.030731274,0.020393104,76.15700535,1.019516264,0.030122923,8.901001323,0.106887721,0.374626866,0.977472594,-2.275379105,0.9281293276,-0.798379471,1.5941996325,-0.886960437
1060.36,10.345,5.641693003,0.040415499,0.055680048,71.74331551,1.148457048,0.020532217,12.17759305,0.826256908,1.065837479,1.824599446,-2.111158629,0.5557869674,0.0765270829,1.3971872181,0.3310502733
1262.12,11.01,5.084787071,0.044934804,0.043077568,67.31743316,0.98148457,0.014183439,12.42924617,0.98288179,0.763515755,1.889531382,-0.645444253,-0.089975343,-0.31032058,0.2714029522,0.0887356415
1207.91,12.285,4.732199131,0.031376889,0.058658816,85.43914439,0.908924103,0.029852762,10.06083507,0.181560857,0.565837479,1.449222985,-0.993083791,0.3705176235,-0.318028669,1.0772563872,-1.42010511
1325.28,9.065,4.85722773,0.030005603,0.046617719,63.74477219,1.124076731,0.031779009,12.88088608,0.172531338,0.592237148,2.36687628,-2.627122676,1.0713422454,0.2054594133,1.4065520832,-0.627163745
1308.47,9.775,5.628817681,0.037310091,0.05719922,65.56660963,0.997791493,0.026574362,12.8875137,0.576852676,1.007595357,2.599844597,-3.250412288,0.7608449287,0.636042574,1.9137465505,0.2715038761
1241.33,10.685,2.665306143,0.023853862,0.045213805,84.38077585,0.929699935,0.030263312,7.987557079,0.153055815,0.374437104,1.082138813,-3.325298043,0.7071568023,-0.475589696,2.465049661,-0.711364994
1193.97,10.95,13.95708066,0.200331752,0.30045458,46.86801925,2.726502085,0.029855464,18.70831287,0.706224559,0.671761194,1.117447296,-0.672738082,4.0382097945,0.6307841742,-1.052940622,-0.336824653
1254.3,11.21,15.72568093,0.23998026,0.364301035,41.31190374,2.901903253,0.03015129,19.21523522,0.474024801,0.489091211,0.853610408,-0.993567656,4.8421856158,0.5011978013,-1.34609763,-0.357347593
1308.11,10.73,13.72864199,0.381601076,0.327391808,45.52917647,2.430757298,0.029262461,19.23662384,0.591892438,0.639537313,0.866641369,-0.603772646,4.2464136439,0.8058014664,-1.940597582,-0.874745282
1047.65,11.745,6.718902062,0.111820518,0.042619296,64.8628877,1.035529608,0.022018101,14.76572832,0.260142876,1.083913765,2.327550897,-0.918112353,0.7609726339,-0.002366596,0.0243170732,-0.605800811
1011.51,11.065,6.201601508,0.13041423,0.0630124,68.23850267,1.190825688,0.02161286,13.27810316,0.591723952,1.139635158,2.124683773,-2.146456411,0.9029880355,0.3672401135,0.9606949486,0.0609021328
963.96,11.79,6.425793677,0.142551792,0.114568,63.95957219,1.115095913,0.019586654,12.87303986,0.670845127,1.114096186,2.49837369,-1.568028102,0.5967368487,0.5540670759,0.4668952853,0.050170721
1470.36,10.315,5.457535149,0.08909487,0.04697288,63.68941176,1.012176814,0.018370931,12.57755526,0.337646583,1.042288557,2.030478256,-2.116955746,0.7125253399,-0.307600165,0.8089386076,0.1290183703
1308.47,9.775,4.126783047,0.125319036,0.064384925,70.79049412,1.222932444,0.027560448,13.70997733,0.564257986,0.86412272,2.609665101,-2.029871697,0.6325709407,0.8477788065,1.0069968547,-0.633147169
1348.31,9.235,4.591298356,0.030810039,0.049170294,74.82939893,1.063471226,0.027452384,12.86401852,0.292179539,0.71845937,1.913610408,-2.862964157,0.8789826878,0.0366313918,1.736203671,-0.448602965
1325.33,22.545,5.848584629,0.043643574,0.034828672,75.66673797,1.247539616,0.02161286,12.34082751,0.306779889,0.773466003,1.6343814,-3.21440593,1.1350520247,-0.245821423,1.9382276014,0.1495951898
1193.25,10.945,14.59603255,0.247213145,0.348431264,48.41434351,2.586237001,0.025058303,16.73174628,0.633825882,0.559956605,0.969807302,-0.797006852,3.9360299351,0.4895439605,-1.140366751,-0.164829555
1859.79,9.71,15.02959712,0.163340595,0.364784512,44.05518717,2.627856547,0.030933405,20.6145853,0.085860628,0.970646766,0.552824961,-1.442588459,4.8749380396,-0.099901367,-1.057366303,-0.392097706
1271.21,14.085,5.28567355,0.0387369,0.086155136,61.26481283,1.333444537,0.023368904,15.28282637,0.068742418,0.183416252,0.863269486,-2.186779531,1.8419317371,-1.176166445,0.3612631669,-0.709998472
307.8,11.5,2.507720958,0.065981853,0.10654824,35.29989305,0.349457882,0.009590706,7.148498016,0.891225233,8.939966833,1.539212143,2.8904650852,-1.382440733,-1.437818238,-1.164238358,3.6100114151
342.14,7.15,1.902630868,0.038478654,0.088904768,32.15850267,0.256380317,0.008510063,5.773285471,0.750640248,3.884908789,1.255029515,3.0676458835,-1.354678197,-2.243519814,-2.182309809,1.1740348138
894.18,6.42,3.173344364,0.045333794,0.07676056,63.16905241,0.405421184,0.003668783,5.949901757,2.240075482,0.479310116,2.545116251,0.4108405266,-2.272593444,0.3284252713,0.1838344156,1.1148696962
841.94,5.01,3.852939747,0.066915412,0.11522562,56.12718503,0.523105922,0.001561529,6.253442282,3.100012131,0.915470978,2.238709794,0.6571637809,-2.257253482,0.7557559424,0.0112829418,2.0105269709
392.33,5.925,4.626119632,0.077654572,0.239690004,61.04559572,0.596410342,0.017853573,12.1835443,2.793489689,1.385126036,3.108654379,1.1408008418,-1.705263048,2.1206325598,-0.465644303,0.5209626948
380.24,8.965,4.57048909,0.085608549,0.143439136,64.88962567,0.597664721,0.008104822,10.77630833,2.261760345,0.892537313,2.842669558,0.950393859,-1.782987821,1.0477428186,-0.461781428,0.588685077
812.52,5.35,6.236328417,0.180646951,0.074730415,52.96978396,0.869574646,0.01317574,6.758809749,0.675826931,0.752480929,1.685745091,-0.595713844,0.248960113,-0.615740321,-0.239649798,0.3690172407
874.73,6.73,4.271698974,0.223736076,0.409664475,62.20177679,0.721013818,0.020263551,10.79502545,2.078127463,0.803207597,1.732285482,0.4872610976,-0.39697704,1.4198913886,-1.132577328,-0.444597089
1177.38,11.185,15.45214841,0.317731326,0.457576698,49.04934871,2.930910209,0.029533488,17.4554301,0.582364447,0.454777252,1.072808734,-0.966168757,4.5899556426,1.1461320002,-1.322974708,-0.535443647
870.71,17.685,0.969831305,0.014720022,0.065532896,24.86780749,0.133611343,0.006889099,3.351596448,0.056207036,0.630348259,0.212143115,3.6618191381,-0.973510205,-4.071645862,-3.442677677,-0.728267377
870.71,17.685,1.151844463,0.01549476,0.047431152,25.33796791,0.153794829,0.007699581,4.31437748,0.054454778,0.667661692,0.213347789,3.6446274858,-0.872669905,-4.029726711,-3.452980651,-0.789654686
1400,9.895,4.865599191,0.026728461,0.059117088,74.31080214,1.01501251,0.031608807,12.76572832,0.246259604,0.540298507,2.014094687,-3.039077407,1.0058918897,0.2460179509,1.8618672701,-0.694648113
839.79,10.155,4.533886287,0.118922283,0.161770016,64.0973262,0.616513761,0.004592733,13.25524277,2.618007818,1.518739635,1.213588724,1.0237322392,-1.138547755,0.2718494928,-0.960640055,1.0237424946
397.1,9.96,3.262228597,0.048780002,0.117302294,73.56678586,0.551369987,0.01802434,9.580751183,1.113745389,0.959587244,2.267167969,1.026933094,-1.284235295,0.099961533,-0.321556819,-0.738692083
569.52,13.525,3.343866244,0.02969829,0.04353584,72.53625668,0.574145121,0.027286235,10.39958436,0.777193692,1.080099502,2.118660402,1.5354225495,-0.904298755,-0.091659323,-0.484531314,-1.468756397
237.95,11.63,2.741710097,0.02313755,0.130960389,59.55214545,0.385344454,0.019806835,8.826727754,0.549862515,1.380920398,1.53968558,1.8694580322,-0.896000717,-1.166409052,-1.289882098,-0.99830943
248.11,11.335,2.26562773,0.038991272,0.088971217,56.0513754,0.350819016,0.018480346,7.874318912,0.82670306,1.2743466,1.625416215,2.2473786725,-1.216635028,-1.09917456,-1.457996386,-0.8427165
634.41,14.055,1.20603377,0.026211969,0.043994112,81.50737968,0.224854045,0.009050385,6.018326091,0.539964955,0.362023217,2.291651608,-1.040287911,-1.741338433,-0.699074553,1.0135188274,-0.270655836
972.32,14.77,15.23196134,0.150542459,0.533128827,15.3589181,3.332316554,0.031468422,17.2867879,0.041736889,0.630501337,0.166469274,0.2711348975,5.6105722874,-0.817365126,-2.690813358,-0.321043453
445.93,12.52,3.520154495,0.060473466,0.113882883,59.86166203,0.527501251,0.018804539,9.38811638,0.957490228,1.227393035,2.137613541,1.0262859337,-0.901480494,-0.270459031,-0.713994243,-0.473823722
1202.3,9.575,4.126966061,0.067789575,0.26579776,65.27379679,0.798498749,0.020397136,10.67542037,1.689985173,0.783250415,1.794362125,-0.009565413,-0.465222607,0.6437011189,-0.152570838,-0.178085319
436.74,14.195,1.260696339,0.014046,0.027012843,86.21097754,0.22369141,0.010383628,3.389591914,0.27168082,0.182772803,1.055799301,-1.613337426,-1.205544951,-1.621989329,1.4879873412,-0.290305129
387.37,10.15,4.363714523,0.070220906,0.190693361,61.82887585,0.570917034,0.013583936,12.47979158,0.68500331,1.835900551,2.882228917,1.9244895491,-1.143657497,-0.043524177,-1.518424696,-0.630384624
411.89,9.835,4.571752782,0.084258259,0.154830843,46.37638242,0.526410207,0.010277948,12.14394664,0.945973856,2.527896015,2.371573367,2.6377913801,-1.040824162,-0.631785137,-2.231363409,0.1182102339
391.81,10.2,3.359920123,0.0490847,0.125202271,71.74283029,0.536932617,0.015997281,9.894053457,1.102972585,1.124893935,2.217927449,1.7055906521,-1.40518541,-0.104885598,-0.814085879,-0.78355278
396.51,9.98,2.337729012,0.034022308,0.100422667,65.37917521,0.440263465,0.017209593,6.796879745,0.969648655,0.795701731,1.766412539,2.2929217529,-1.519083204,-0.809072293,-1.153251445,-1.01526563
391.81,10.2,3.097246097,0.03629759,0.098738394,77.2631972,0.476971608,0.014578297,8.958293321,1.091086241,0.936647997,2.377839281,0.588687539,-1.524381512,0.041291141,0.0789563087,-0.46107562
454.24,14.93,2.668262855,0.012238278,0.056156651,80.84847701,0.278812344,0.012304471,4.115454374,0.12428764,0.19528524,0.891109505,-1.617929696,-0.690517283,-1.757133957,1.2497696503,-0.32805858
633.23,14.045,1.792679479,0.031635135,0.039411392,85.98117647,0.354628857,0.013508037,7.595881353,0.698072517,0.59800995,2.009396458,-0.934372875,-1.4107526,-0.433505384,1.0910291112,-0.447195846
1073.38,12.09,2.694179355,0.039425126,0.074210276,77.51034225,0.334543786,0.014341483,5.061303609,0.606461787,0.31454063,1.568432719,-1.362040959,-0.96406799,-0.804576118,1.1405316508,-0.195446927
1146.56,13.38,1.386588535,0.01484398,0.02018459,72.4719508,0.583247706,0.017829258,4.340381636,0.1989136,0.084898839,1.039485604,-2.467982219,-0.221883044,-1.482594101,1.6872380869,-0.154997954
1191.01,16.825,5.206605776,0.007230888,0.041931888,57.91251337,0.887572977,0.0144536,16.53372379,0.020083569,0.084079602,0.332730996,-3.180156006,1.7796676859,-2.069655317,0.5165240115,-0.063062549
1188.4,16.79,3.619388126,0.007360011,0.042619296,67.92406417,0.723436197,0.012967716,10.69979218,0.007413398,0.072305141,0.167570172,-3.397424578,1.0610025208,-2.200288705,1.3099493506,0.1170564613
1179.72,16.755,3.82728061,0.007876503,0.032766448,75.68855615,0.758632193,0.011616912,12.35178538,0.011726648,0.146434494,0.17793037,-2.805462554,0.9004442037,-2.154146949,1.0556035311,-0.208720882
1198.35,16.78,3.277523663,0.004906674,0.046285472,74.21882353,0.492743953,0.008645144,13.69317967,0.033966842,0.067827529,0.436814842,-3.260760024,0.6470495979,-2.091004089,1.046825193,-0.104352568
996.94,10.325,4.661614342,0.052240583,0.064176411,64.5748385,0.576095079,0.02169796,4.204394483,0.825837714,0.421155887,1.966873871,-1.358510885,-0.44491882,-0.171548694,1.2192115142,0.1215294302
1015.85,10.265,3.819476778,0.05873547,0.077892492,68.38554439,0.64694412,0.029554235,4.631407519,0.861900526,0.470618574,1.802846645,-1.569278044,-0.193955865,0.1837109602,1.4840245906,-0.327187029
697.68,10.275,4.889190842,0.087416271,0.105173424,65.11721925,0.552460384,0.003241929,13.32136784,2.952284674,1.939303483,1.020358993,1.1626869616,-1.353827091,0.2225386776,-0.708357839,1.5408953593
1041.51,7.055,4.052187678,0.044289189,0.075844016,73.60171123,1.088740617,0.018911252,9.895333459,2.135732579,0.811940299,1.623057463,-0.800485166,-0.543070796,0.749123734,1.1223881602,0.6220553489
946.28,2.87,5.46168156,0.030731274,0.011685936,70.32,0.626688907,0.016614886,9.427734744,1.307992991,1.120895522,1.475846284,-1.544794398,-0.273671113,-0.19771232,1.3041711889,0.7651708961
968.23,10.11,5.452673839,0.083413458,0.07676056,62.66139037,0.731609675,0.018370931,12.88305309,0.730961046,1.301824212,2.589808457,-0.244259515,-0.232719971,0.1637703307,-0.147178746,-0.225991019
968.23,10.11,5.146840261,0.104460507,0.060033632,71.51550802,0.742285238,0.023503985,11.67201965,0.910500067,1.071310116,2.333333333,-0.385094419,-0.241123758,0.5163859977,0.3018746965,-0.577075149
968.23,10.11,4.716900303,0.105364368,0.215158704,69.37475936,0.667389491,0.019181413,11.78896656,1.036932201,1.190381426,2.549813276,0.2259675034,-0.624894295,0.6806203619,-0.363979087,-0.568963777
968.23,10.11,3.996711554,0.036283563,0.052930416,75.50930481,0.838198499,0.024179387,11.15341016,0.896751584,0.896185738,2.36188411,-0.70455174,-0.412554304,0.4167441635,0.8322358885,-0.56386863
1154.2,11.525,16.26308474,0.315324984,0.388237775,46.74146657,2.970327888,0.032009912,18.96087837,0.350507738,0.353288592,0.812197117,-1.254811756,5.132952129,0.8272039308,-1.304720469,-0.691842199
1084.04,11.53,11.08096587,0.154914303,0.235970549,55.82890103,2.014124422,0.021825626,16.35867163,0.656143325,0.67681994,1.297433377,-0.903151415,2.6021818704,0.1305529711,-0.582607768,-0.156324216
509.07,3.46,1.572204781,0.034346718,0.068969936,43.88064171,0.202835696,0.009590706,6.115057623,1.208653457,6.038474295,1.166004096,2.7661456388,-1.727325384,-1.60590131,-1.156100067,2.3002793904
