PEDON_ID,Fe2O3,MnO,P2O5,SiO2,TiO2,ZrO2,Al2O3,CaO,Na2O,MgO,K2O,Fe2O3_mol,MnO_mol,P2O5_mol,SiO2_mol,TiO2_mol,ZrO2_mol,Al2O3_mol,CaO_mol,Na2O_mol,MgO_mol,K2O_mol,lCaO,cl_MAP,cl_MAT,Till,SubglacialTill,lCaO_mol,PRESS,factor1,factor2,factor3,factor4
02N0098,5.64,0.15,0.37,46.08,0.71,0.01,14.73,10.87,2.32,2.43,2.08,0.35,0.02,0.01,7.67,0.09,,1.44,1.94,0.37,0.60,0.22,2.39,170.85,10.22,,,0.6626879731,-397.8218116,-0.384469014,0.4893855012,-2.517978114,-0.016959047
02N0099,6.40,0.14,0.29,46.57,0.83,0.02,14.41,3.88,2.72,1.60,1.64,0.40,0.02,0.01,7.75,0.10,,1.41,0.69,0.44,0.40,0.17,1.36,173.64,10.465,,,-0.371063681,-643.012475,0.0579193193,1.2094663327,-1.641292317,0.0778039109
02N0101,6.49,0.14,0.23,53.59,0.92,0.02,15.16,3.79,2.84,1.88,1.91,0.41,0.02,0.01,8.92,0.11,,1.49,0.68,0.46,0.47,0.20,1.33,254.22,10.435,,,-0.385662481,-532.803499,-0.131342259,1.6241746397,-1.560216863,0.0286744112
02N0102,6.99,0.26,0.17,57.46,1.21,0.02,17.21,3.31,3.78,1.26,1.86,0.44,0.04,0.01,9.56,0.15,,1.69,0.59,0.61,0.31,0.20,1.20,267.3,9.085,,,-0.527632742,-466.6068286,0.165216281,2.7021500502,-2.410904531,-0.653550972
02N0103,9.09,0.27,0.51,59.62,1.35,0.02,16.86,4.13,3.59,1.61,1.81,0.57,0.04,0.02,9.92,0.17,,1.65,0.74,0.58,0.40,0.19,1.42,262.33,9.22,,,-0.301105093,-561.9140084,0.6397827918,2.5670320607,-2.704420205,-0.490354018
02N0107,5.12,0.10,0.13,59.33,0.66,0.01,13.26,3.34,2.95,1.67,1.89,0.32,0.01,,9.87,0.08,,1.30,0.60,0.48,0.41,0.20,1.21,243.18,10.34,,,-0.510825624,-430.7229798,-0.871567155,1.4948526845,-1.100341651,0.2545773921
02N0108,7.26,0.13,0.52,49.04,1.15,0.02,16.41,8.48,2.94,2.59,1.98,0.45,0.02,0.02,8.16,0.14,,1.61,1.51,0.47,0.64,0.21,2.14,209.96,11.225,,,0.4121096508,-487.0893255,0.1493622174,1.369388363,-2.76703301,0.0254693109
02N0109,9.29,0.22,0.47,50.01,1.36,0.03,14.51,3.03,1.99,1.68,1.09,0.58,0.03,0.02,8.32,0.17,,1.42,0.54,0.32,0.42,0.12,1.11,301,9.46,,,-0.616186139,-878.5893016,1.55396711,0.7845570427,-1.578705876,-0.022542334
02N0145,4.48,0.14,0.09,66.56,0.69,0.02,11.21,0.73,1.44,1.05,1.93,0.28,0.02,,11.08,0.09,,1.10,0.13,0.23,0.26,0.21,-0.31,1118.9,13.12,,,-2.040220829,241.54065443,-0.347635995,0.57380056,-0.073143321,-0.191671258
02N0146,4.70,0.10,0.09,76.10,0.73,0.02,11.71,0.64,1.18,0.90,1.84,0.29,0.01,,12.67,0.09,,1.15,0.11,0.19,0.22,0.20,-0.45,1118.87,13.12,,,-2.207274913,194.50157155,-0.458972171,0.3171358005,0.6281534979,-0.314057024
02N0148,4.28,0.07,0.07,71.34,0.67,0.02,11.37,0.52,1.06,0.79,1.48,0.27,0.01,,11.87,0.08,,1.12,0.09,0.17,0.20,0.16,-0.65,1119.42,13.115,,,-2.407945609,158.10301739,-0.253934763,-0.08686074,0.5951178774,-0.307188677
02N0149,4.05,0.10,0.07,75.22,0.71,0.02,11.43,0.57,1.28,0.84,1.78,0.25,0.01,,12.52,0.09,,1.12,0.10,0.21,0.21,0.19,-0.56,1119.16,13.12,,,-2.302585093,215.25382122,-0.53750922,0.307308843,0.5912329409,-0.257450506
02N0333,3.47,0.13,0.15,78.69,0.57,0.02,10.54,1.41,1.34,1.30,2.37,0.22,0.02,0.01,13.10,0.07,,1.03,0.25,0.22,0.32,0.25,0.34,1669.03,20.08,,,-1.386294361,938.41278507,-1.070851253,0.7205296136,0.2000556506,-0.245519708
02N0334,6.21,0.08,0.22,64.29,0.72,0.02,16.38,1.30,0.47,1.99,2.56,0.39,0.01,0.01,10.70,0.09,,1.61,0.23,0.08,0.49,0.27,0.26,1666.27,19.945,,,-1.46967597,691.88651605,0.1511249979,0.3483375335,0.0678970049,-0.720834745
02N0598,3.45,0.05,0.09,75.29,0.56,0.02,8.93,1.15,1.25,0.72,2.16,0.22,0.01,,12.53,0.07,,0.88,0.21,0.20,0.18,0.23,0.14,452.54,10.16,,,-1.560647748,-345.0190034,-1.054619758,0.28218511,0.6059872664,0.0142153575
02N0599,3.72,0.10,0.11,75.44,0.60,0.02,11.35,1.26,1.30,1.04,2.49,0.23,0.01,,12.56,0.07,,1.11,0.23,0.21,0.26,0.26,0.23,427.77,10.045,,,-1.46967597,-319.8133894,-1.059204699,0.5943043305,0.3353172788,-0.29355909
02N0600,2.54,0.03,0.09,68.84,0.40,0.01,7.64,9.69,1.18,0.74,1.90,0.16,,,11.46,0.05,,0.75,1.73,0.19,0.18,0.20,2.27,427.77,10.045,,,0.5481214085,-92.54977646,-1.324902014,-0.903007447,-0.719232463,-0.114748611
02N0601,3.89,0.06,0.12,75.74,0.61,0.02,11.07,2.06,1.29,1.23,2.46,0.24,0.01,,12.61,0.08,,1.09,0.37,0.21,0.30,0.26,0.72,428.25,10.05,,,-0.994252273,-331.2753193,-1.025793372,0.5627324366,0.2956188139,-0.160079838
02N0602,3.91,0.06,0.11,73.91,0.62,0.02,10.26,0.84,1.17,0.80,2.34,0.24,0.01,,12.30,0.08,,1.01,0.15,0.19,0.20,0.25,-0.17,427.16,10.045,,,-1.897119985,-394.1987639,-0.894956229,0.440078323,0.5387584463,-0.143986604
02N0603,3.10,0.04,0.10,77.26,0.48,0.01,8.96,1.80,1.09,0.94,2.38,0.19,0.01,,12.86,0.06,,0.88,0.32,0.18,0.23,0.25,0.59,391.81,10.2,,,-1.139434283,-338.1368379,-1.281026301,0.2304678145,0.558735719,-0.042202899
02N0604,4.36,0.07,0.19,61.83,0.57,0.01,12.48,6.85,0.69,1.84,2.88,0.27,0.01,0.01,10.29,0.07,,1.22,1.22,0.11,0.46,0.31,1.92,387.37,10.15,,,0.1988508587,-276.6265985,-0.851168041,-0.111792642,-0.59649438,-0.257599917
02N0605,2.34,0.03,0.10,65.38,0.44,0.02,6.80,9.90,0.97,0.80,1.77,0.15,,,10.88,0.06,,0.67,1.77,0.16,0.20,0.19,2.29,396.51,9.98,,,0.5709795466,-183.0074171,-1.154828487,-1.161622416,-0.661437075,0.1051200524
02N0606,3.36,0.05,0.13,71.74,0.54,0.02,9.89,5.50,1.10,1.12,2.22,0.21,0.01,,11.94,0.07,,0.97,0.98,0.18,0.28,0.24,1.70,391.81,10.2,,,-0.020202707,-286.2757812,-1.099398198,-0.154559904,-0.084062534,-0.102753709
02N0607,3.26,0.05,0.12,73.57,0.55,0.02,9.58,2.79,1.11,0.96,2.27,0.20,0.01,,12.24,0.07,,0.94,0.50,0.18,0.24,0.24,1.03,397.1,9.96,,,-0.693147181,-348.4180392,-1.076300421,0.088403879,0.3295874672,-0.071299503
02N0608,4.74,0.08,0.17,54.59,0.56,0.01,12.62,11.17,0.71,2.43,2.66,0.30,0.01,0.01,9.09,0.07,,1.24,1.99,0.12,0.60,0.28,2.41,411.24,9.835,,,0.6881346387,-197.06414,-0.696011041,-0.605055505,-1.354373495,-0.041731799
02N0609,4.68,0.09,0.17,52.71,0.55,0.01,12.51,11.31,0.72,2.37,2.78,0.29,0.01,0.01,8.77,0.07,,1.23,2.02,0.12,0.59,0.29,2.43,411.4,9.84,,,0.7030975114,-178.1183415,-0.733124514,-0.601644733,-1.436026098,-0.02989869
02N0610,4.57,0.08,0.15,46.38,0.53,0.01,12.14,13.98,0.95,2.53,2.37,0.29,0.01,0.01,7.72,0.07,,1.19,2.49,0.15,0.63,0.25,2.64,411.89,9.835,,,0.9122827105,-145.2353975,-0.626888172,-0.974775022,-1.937753465,0.1783848017
02N0635,24.15,0.25,0.48,20.55,4.43,0.03,22.32,0.13,0.07,1.75,0.18,1.51,0.03,0.02,3.42,0.56,,2.19,0.02,0.01,0.43,0.02,-2.04,1863.84,19.58,,,-3.912023005,-1249.746715,8.2184395066,0.4532804972,-0.152332701,0.856865854
02N1014,4.89,0.08,0.13,60.33,0.62,0.01,14.34,0.33,0.32,0.80,2.35,0.31,0.01,,10.04,0.08,,1.41,0.06,0.05,0.20,0.25,-1.11,1488.5,9.415,,,-2.813410717,523.49155201,0.1254503329,-0.164846892,0.2523154646,-0.911800413
02N1015,6.25,0.12,0.14,57.42,1.08,0.01,13.63,1.52,0.26,0.97,1.85,0.39,0.02,0.01,9.56,0.14,,1.34,0.27,0.04,0.24,0.20,0.42,1361.23,14.19,,,-1.30933332,172.86153433,0.9918578162,-0.340083604,0.1483739538,-0.563469291
02N1016,4.05,0.04,0.06,71.81,0.79,0.03,11.44,0.06,1.39,0.60,2.59,0.25,0.01,,11.95,0.10,,1.12,0.01,0.22,0.15,0.27,-2.81,1508.65,12.105,,,-4.605170186,665.8117519,-0.763288622,0.7979641345,0.4687901654,-0.26412757
02N1017,6.28,0.09,0.12,67.89,0.93,0.02,11.96,0.14,0.69,0.96,2.18,0.39,0.01,,11.30,0.12,,1.17,0.02,0.11,0.24,0.23,-1.97,2362.81,7.04,,,-3.912023005,1260.0555539,0.1745963094,0.223308436,0.7251018657,-0.129945774
02N1018,7.83,0.05,0.08,58.85,0.85,0.01,17.56,0.03,0.04,0.61,1.58,0.49,0.01,,9.79,0.11,,1.72,0.01,0.01,0.15,0.17,-3.51,1452.71,12.855,,,-4.605170186,208.27525546,1.3610398899,-0.516706745,0.3545409781,-1.355353751
02N1021,4.47,0.06,0.04,68.34,0.83,0.02,12.05,0.18,0.46,0.93,2.29,0.28,0.01,,11.38,0.10,,1.18,0.03,0.07,0.23,0.24,-1.71,1535.45,11.88,,,-3.506557897,530.34123589,-0.110730609,-0.066944697,0.7170287865,-0.405412532
02N1022,3.39,0.03,0.05,68.85,0.65,0.02,9.08,0.06,2.11,0.71,1.48,0.21,,,11.46,0.08,,0.89,0.01,0.34,0.18,0.16,-2.81,2388.54,6.455,,,-4.605170186,1562.1184967,-0.804855553,0.7083145845,0.1629071593,0.2573878256
02N1023,6.04,0.08,0.05,60.33,0.88,0.02,13.35,0.07,0.59,0.96,2.32,0.38,0.01,,10.04,0.11,,1.31,0.01,0.10,0.24,0.25,-2.66,2190.1,7.745,,,-4.605170186,1128.5223594,0.2676073116,0.2283238692,0.3611828762,-0.383484138
02N1024,5.47,0.03,0.06,64.06,0.87,0.02,12.38,0.06,2.17,0.84,2.48,0.34,,,10.66,0.11,,1.21,0.01,0.35,0.21,0.26,-2.81,2301.37,6.585,,,-4.605170186,1465.7339787,-0.536515988,1.531567057,-0.262682891,-0.044049897
02N1027,4.94,0.28,0.03,68.83,0.75,0.02,12.30,0.12,0.38,0.89,2.94,0.31,0.04,,11.46,0.09,,1.21,0.02,0.06,0.22,0.31,-2.12,1514.19,11.71,,,-3.912023005,663.28376293,-0.008203563,0.5845036841,-0.385021742,-1.150938431
02N1043,4.59,0.18,0.40,61.86,0.77,0.02,13.35,1.63,2.03,0.97,1.82,0.29,0.03,0.01,10.30,0.10,,1.31,0.29,0.33,0.24,0.19,0.49,912.58,6.3,,,-1.237874356,101.13744656,-0.106377995,1.0048971355,-0.925032729,-0.576760705
02N1044,4.69,0.16,0.24,63.92,0.82,0.03,14.30,1.72,2.42,0.96,1.88,0.29,0.02,0.01,10.64,0.10,,1.40,0.31,0.39,0.24,0.20,0.54,929.11,6.14,,,-1.171182982,162.06477677,-0.411619731,1.28879812,-0.783739361,-0.488843089
02N1045,4.58,0.26,0.45,59.57,0.78,0.02,13.08,1.61,2.19,0.87,1.85,0.29,0.04,0.02,9.91,0.10,,1.28,0.29,0.35,0.22,0.20,0.48,843.21,6.33,,,-1.237874356,125.45237392,0.0468056556,1.149720308,-1.817727895,-0.860654868
02N1046,5.24,0.06,0.30,62.87,0.84,0.03,15.70,1.51,2.36,0.98,1.89,0.33,0.01,0.01,10.47,0.10,,1.54,0.27,0.38,0.24,0.20,0.41,1045.23,5.7,,,-1.30933332,227.98945702,-0.321112562,1.2268199983,-0.532976363,-0.526382622
02N1047,4.97,0.14,0.40,59.98,0.82,0.03,14.96,1.69,2.35,0.94,1.75,0.31,0.02,0.01,9.98,0.10,,1.47,0.30,0.38,0.23,0.19,0.52,1187.81,6.05,,,-1.203972804,389.26070173,-0.178740771,1.1853325359,-0.903034718,-0.591805155
02N1050,4.25,0.19,0.29,65.82,0.71,0.02,13.92,1.50,2.05,0.97,2.71,0.27,0.03,0.01,10.96,0.09,,1.37,0.27,0.33,0.24,0.29,0.41,946.77,5.86,,,-1.30933332,296.82959943,-0.688719243,1.5769357185,-1.022458789,-0.820951977
02N1053,4.27,0.22,0.41,62.20,0.72,0.02,10.80,1.63,2.08,0.80,1.73,0.27,0.03,0.01,10.35,0.09,,1.06,0.29,0.34,0.20,0.18,0.49,874.73,6.73,,,-1.237874356,79.520584066,-0.354922135,0.8866208188,-0.760578434,-0.196906034
02N1112,2.18,0.04,0.08,82.21,0.71,0.02,8.13,0.11,0.67,0.32,1.19,0.14,0.01,,13.68,0.09,,0.80,0.02,0.11,0.08,0.13,-2.21,1280.37,10.97,,,-3.912023005,287.18624911,-0.545435344,-0.668906577,1.4355320985,-0.13690913
02N1113,3.63,0.07,0.12,78.47,0.73,0.02,10.76,0.14,0.59,0.55,2.50,0.23,0.01,,13.06,0.09,,1.06,0.03,0.09,0.14,0.27,-1.97,1170.52,10.34,,,-3.506557897,283.44270634,-0.717575561,0.1429765879,0.9796962858,-0.498992413
02N1114,5.34,0.06,0.14,71.81,1.03,0.03,12.49,0.05,0.31,0.53,2.72,0.33,0.01,,11.95,0.13,,1.23,0.01,0.05,0.13,0.29,-3.00,1192.93,10.625,,,-4.605170186,144.60091955,-0.014392168,0.2028309293,0.9069129433,-0.583019583
02N1115,3.54,0.04,0.09,76.60,0.94,0.03,9.50,0.07,0.62,0.49,1.53,0.22,0.01,,12.75,0.12,,0.93,0.01,0.10,0.12,0.16,-2.66,1170.62,10.34,,,-4.605170186,80.220603034,-0.11813985,-0.418408015,1.2819951299,-0.088825235
02N1116,2.01,0.01,0.06,80.97,0.61,0.02,7.47,0.04,0.56,0.30,1.09,0.13,,,13.48,0.08,,0.73,0.01,0.09,0.07,0.12,-3.22,1170.62,10.34,,,-4.605170186,185.17608964,-0.48926577,-0.826150798,1.3203743991,-0.183383178
02N1117,4.53,0.15,0.18,66.97,0.87,0.02,10.86,0.31,0.58,0.62,2.19,0.28,0.02,0.01,11.15,0.11,,1.07,0.06,0.09,0.15,0.23,-1.17,1048.27,10.99,,,-2.813410717,35.616701767,0.0208279946,0.004433102,0.5022819255,-0.412645626
02N1118,4.44,0.03,0.11,64.00,0.96,0.02,12.00,0.05,0.44,0.68,2.45,0.28,,,10.65,0.12,,1.18,0.01,0.07,0.17,0.26,-3.00,1284.72,10.72,,,-4.605170186,259.05271061,0.0919731101,0.0638014168,0.491513024,-0.47298812
02N1119,4.01,0.02,0.10,66.82,0.98,0.02,12.54,0.04,0.18,0.53,2.22,0.25,,,11.12,0.12,,1.23,0.01,0.03,0.13,0.24,-3.22,1325.11,9.365,,,-4.605170186,277.95055307,0.2061924516,-0.260351953,0.6595572764,-0.7499734
02N1120,4.15,0.31,0.20,64.29,0.94,0.03,13.01,0.40,0.47,0.77,2.39,0.26,0.04,0.01,10.70,0.12,,1.28,0.07,0.08,0.19,0.25,-0.92,1243.45,10.435,,,-2.659260037,289.88978026,0.4257348858,0.2968178542,-0.392338851,-1.12805357
02N1121,3.74,0.02,0.06,69.42,0.97,0.02,11.83,0.05,0.64,0.75,2.54,0.23,,,11.55,0.12,,1.16,0.01,0.10,0.19,0.27,-3.00,1243.45,10.435,,,-4.605170186,285.19290513,-0.240492695,0.2724535849,0.5615402711,-0.460090287
02N1122,4.56,0.09,0.11,66.22,0.92,0.02,11.66,0.09,0.31,0.55,2.51,0.29,0.01,,11.02,0.12,,1.14,0.02,0.05,0.14,0.27,-2.41,1262.08,9.89,,,-3.912023005,221.80463355,-0.018652245,-0.032745375,0.7937406674,-0.392698157
02N1123,4.71,0.08,0.10,65.87,0.96,0.02,13.67,0.13,0.31,0.74,2.62,0.30,0.01,,10.96,0.12,,1.34,0.02,0.05,0.18,0.28,-2.04,1262.08,9.89,,,-3.912023005,238.74816794,0.0896990245,0.0972700874,0.6039822889,-0.709411841
02N1124,2.21,0.03,0.06,80.26,0.73,0.02,7.08,0.08,0.22,0.28,1.30,0.14,,,13.36,0.09,,0.69,0.01,0.04,0.07,0.14,-2.53,1307.16,9.58,,,-4.605170186,276.14188696,-0.383899721,-0.955312845,1.4688722307,-0.124852199
02N1125,3.28,0.02,0.07,73.49,0.77,0.02,9.69,0.05,0.33,0.51,2.05,0.21,,,12.23,0.10,,0.95,0.01,0.05,0.13,0.22,-3.00,1267.92,9.405,,,-4.605170186,274.01293184,-0.27296636,-0.348144382,0.9720462865,-0.361674218
02N1126,4.42,0.07,0.09,67.08,0.92,0.02,11.65,0.11,0.23,0.62,2.48,0.28,0.01,,11.17,0.12,,1.14,0.02,0.04,0.15,0.26,-2.21,1267.92,9.405,,,-3.912023005,215.53197641,0.013256659,-0.133805309,0.8546601551,-0.406995249
02N1127,2.86,0.02,0.05,77.17,0.93,0.03,8.94,0.06,0.42,0.40,1.84,0.18,,,12.84,0.12,,0.88,0.01,0.07,0.10,0.19,-2.81,1286.26,10.33,,,-4.605170186,243.57567484,-0.2282074,-0.411154765,1.1974888664,-0.217223686
02N1128,2.98,0.01,0.04,70.53,0.95,0.03,9.08,0.07,0.40,0.42,1.72,0.19,,,11.74,0.12,,0.89,0.01,0.06,0.10,0.18,-2.66,1261.44,9.745,,,-4.605170186,183.19799283,-0.005162587,-0.561847947,1.0406585902,-0.162807697
02N1129,5.17,0.17,0.11,67.10,0.94,0.02,13.17,0.15,0.61,0.82,2.51,0.32,0.02,,11.17,0.12,,1.29,0.03,0.10,0.20,0.27,-1.90,1230.64,10.63,,,-3.506557897,240.54306768,0.1154850309,0.4139805436,0.2299179459,-0.706392667
02N1130,4.33,0.03,0.08,61.67,0.97,0.03,12.58,0.06,0.33,0.68,2.84,0.27,,,10.27,0.12,,1.23,0.01,0.05,0.17,0.30,-2.81,1197.75,10.835,,,-4.605170186,209.72604106,0.0214514589,0.1648490103,0.3796935632,-0.590713002
02N1131,5.02,0.06,0.07,66.51,1.00,0.03,12.88,0.10,0.39,0.78,2.78,0.31,0.01,,11.07,0.13,,1.26,0.02,0.06,0.19,0.29,-2.30,1197.75,10.835,,,-3.912023005,156.89700926,0.0375647096,0.2205931724,0.6864494202,-0.479816067
03N0076,8.93,0.16,0.01,39.90,0.04,0.00,1.70,0.16,0.12,27.00,0.12,0.56,0.02,,6.64,,,0.17,0.03,0.02,6.70,0.01,-1.83,1526.45,8.785,,,-3.506557897,-817.3285006,0.8769930091,1.8898136619,-0.110211221,12.743074096
03N0122,2.81,0.06,0.10,61.81,0.43,0.01,8.56,9.73,1.15,1.96,1.76,0.18,0.01,,10.29,0.05,,0.84,1.73,0.19,0.49,0.19,2.28,452.59,3.85,,,0.5481214085,-135.1984881,-1.147583856,-0.858002228,-0.85337948,0.4330320341
03N0123,2.09,0.06,0.11,56.06,0.30,0.01,6.69,14.76,1.09,2.09,1.41,0.13,0.01,,9.33,0.04,,0.66,2.63,0.18,0.52,0.15,2.69,452.51,3.855,,,0.9669838462,-16.73173845,-1.285477738,-1.767578348,-1.470258561,0.6909339806
03N0247,3.17,0.03,0.04,72.74,1.04,0.02,10.12,0.35,0.39,0.94,1.26,0.20,,,12.11,0.13,,0.99,0.06,0.06,0.23,0.13,-1.05,417.63,5.745,,,-2.813410717,-743.2663803,0.3001251501,-0.723018961,1.0754153812,-0.113323913
03N0248,2.32,0.02,0.03,65.92,0.57,0.01,11.61,0.14,0.16,0.67,1.35,0.15,,,10.97,0.07,,1.14,0.03,0.03,0.17,0.14,-1.97,417.4,5.785,,,-3.506557897,-578.1817345,0.089866503,-1.005476408,0.6176028186,-0.767058966
03N0249,1.89,0.02,0.03,80.31,0.57,0.01,10.61,0.24,0.30,0.51,1.36,0.12,,,13.37,0.07,,1.04,0.04,0.05,0.13,0.14,-1.43,420.72,5.67,,,-3.218875825,-520.6086991,-0.359176764,-0.85916841,1.0547468998,-0.804257361
03N0747,9.36,0.14,0.24,50.97,0.98,0.00,15.78,5.91,2.87,2.95,1.39,0.59,0.02,0.01,8.48,0.12,,1.55,1.05,0.46,0.73,0.15,1.78,341.89,5.79,,,0.0487901642,-593.6323998,0.4837127163,1.4740930264,-1.843217538,0.5150664999
03N0748,4.63,0.08,0.24,61.05,0.60,0.02,12.18,3.13,2.79,1.39,3.11,0.29,0.01,0.01,10.16,0.07,,1.19,0.56,0.45,0.34,0.33,1.14,392.33,5.925,,,-0.579818495,-122.9062987,-1.604766434,1.9967806625,-0.990304373,0.2244778813
03N0749,4.24,0.10,0.20,56.09,0.63,0.02,11.34,7.70,1.58,1.89,2.30,0.27,0.01,0.01,9.34,0.08,,1.11,1.37,0.26,0.47,0.24,2.04,365.91,6.025,,,0.3148107398,-294.4871253,-0.834525326,0.1142349868,-1.019517539,0.3067760543
03N0911,5.63,0.11,0.38,66.76,1.13,0.01,13.03,1.21,1.62,1.03,1.74,0.35,0.02,0.01,11.11,0.14,,1.28,0.22,0.26,0.26,0.18,0.19,1084.75,11.44,,,-1.514127733,51.305056223,0.2512919555,0.7133670527,-0.034951243,-0.212250225
03N0912,7.95,0.22,0.27,60.90,1.66,0.02,13.94,0.99,1.45,0.88,1.82,0.50,0.03,0.01,10.14,0.21,,1.37,0.18,0.23,0.22,0.19,-0.01,1392.19,10.615,,,-1.714798428,109.71227583,1.3299338014,0.9468824876,-0.224114383,-0.215968393
03N0913,16.26,0.32,0.39,46.74,2.97,0.03,18.96,0.29,0.35,0.35,0.81,1.02,0.04,0.01,7.78,0.37,,1.86,0.05,0.06,0.09,0.09,-1.24,1154.2,11.525,,,-2.995732274,-1039.811079,4.9744837642,0.4114350875,0.0028131219,-0.559003961
03N0914,15.45,0.32,0.46,49.05,2.93,0.03,17.46,0.38,0.58,0.45,1.07,0.97,0.04,0.02,8.16,0.37,,1.71,0.07,0.09,0.11,0.11,-0.97,1177.38,11.185,,,-2.659260037,-897.0542552,4.6590671939,0.5375911441,-0.395552319,-0.418927853
03N0915,11.08,0.15,0.24,55.83,2.01,0.02,16.36,0.41,0.66,0.68,1.30,0.69,0.02,0.01,9.29,0.25,,1.60,0.07,0.11,0.17,0.14,-0.89,1084.04,11.53,,,-2.659260037,-577.2594425,2.6128002764,0.2721793264,0.4123647309,-0.321997107
03N0916,14.60,0.25,0.35,48.41,2.59,0.03,16.73,0.45,0.63,0.56,0.97,0.91,0.03,0.01,8.06,0.32,,1.64,0.08,0.10,0.14,0.10,-0.80,1193.25,10.945,,,-2.525728644,-805.1337939,3.9826998823,0.3533463399,0.2133962316,-0.104742883
03N0917,9.09,0.15,0.17,57.33,1.68,0.02,15.68,0.78,1.17,0.94,1.65,0.57,0.02,0.01,9.54,0.21,,1.54,0.14,0.19,0.23,0.18,-0.25,1118.29,11.265,,,-1.966112856,-268.6204684,1.6638476184,0.7001791946,0.0210069523,-0.284825615
03N0918,8.84,0.17,0.18,56.28,1.70,0.02,14.19,0.76,1.14,0.85,1.58,0.55,0.02,0.01,9.37,0.21,,1.39,0.14,0.18,0.21,0.17,-0.27,1118.29,11.265,,,-1.966112856,-287.1543179,1.6190181408,0.5208511046,0.1508586878,-0.038929891
03N0919,8.84,0.12,0.18,59.95,1.41,0.02,17.25,0.81,1.25,1.12,1.90,0.55,0.02,0.01,9.98,0.18,,1.69,0.14,0.20,0.28,0.20,-0.21,1113.29,11.36,,,-1.966112856,-146.7243893,1.3590886963,0.8774249602,-0.199446334,-0.662433977
03N0920,7.87,0.13,0.21,68.59,1.46,0.02,15.22,0.93,1.54,1.05,2.18,0.49,0.02,0.01,11.42,0.18,,1.49,0.17,0.25,0.26,0.23,-0.07,1108.29,11.45,,,-1.771956842,-40.63015373,0.6865143502,1.2335212444,0.0152619328,-0.387949141
03N0921,10.24,0.15,0.24,60.20,2.04,0.02,15.44,0.39,0.70,0.66,1.20,0.64,0.02,0.01,10.02,0.26,,1.51,0.07,0.11,0.16,0.13,-0.94,1109.94,11.155,,,-2.659260037,-556.8539043,2.4856705208,0.1960207475,0.653525903,-0.206450702
03N0922,12.38,0.17,0.26,56.27,2.31,0.02,18.27,0.34,0.56,0.59,1.01,0.78,0.02,0.01,9.37,0.29,,1.79,0.06,0.09,0.15,0.11,-1.08,1183.6,10.92,,,-2.813410717,-662.1289547,3.3444384189,0.2044720894,0.5385495554,-0.515144772
03N0987,3.99,0.05,0.04,70.21,0.52,0.02,10.76,0.81,0.87,0.79,1.59,0.25,0.01,,11.69,0.06,,1.05,0.14,0.14,0.20,0.17,-0.21,755.68,10.765,,,-1.966112856,-154.4990507,-0.426932936,-0.28686104,0.5693878171,-0.31277643
03N0989,5.15,0.14,0.06,75.05,0.54,0.02,11.21,1.00,0.93,0.85,1.79,0.32,0.02,,12.49,0.07,,1.10,0.18,0.15,0.21,0.19,0.00,755.98,10.765,,,-1.714798428,-147.2909166,-0.285673994,0.0930447478,0.3024060767,-0.555708931
03N0991,4.12,0.11,0.09,67.65,0.56,0.02,11.53,0.89,0.92,0.99,2.18,0.26,0.02,,11.26,0.07,,1.13,0.16,0.15,0.25,0.23,-0.12,756.68,10.77,,,-1.832581464,-83.76744638,-0.41333567,0.2274263243,0.0090459992,-0.510903744
03N0992,4.54,0.07,0.04,70.37,0.55,0.02,11.91,0.74,0.80,0.93,1.68,0.28,0.01,,11.71,0.07,,1.17,0.13,0.13,0.23,0.18,-0.30,743.34,10.595,,,-2.040220829,-198.7608147,-0.250503098,-0.185068355,0.5323475064,-0.449875603
03N1007,2.82,0.06,0.10,76.82,0.37,0.01,8.98,1.27,1.75,1.40,1.87,0.18,0.01,,12.79,0.05,,0.88,0.23,0.28,0.35,0.20,0.24,315.08,2.61,,,-1.46967597,-398.8658886,-1.376065198,0.5410125437,0.3696206711,0.287007686
03N1008,2.56,0.05,0.06,80.30,0.34,0.01,8.28,0.73,1.63,1.14,1.74,0.16,0.01,,13.37,0.04,,0.81,0.13,0.26,0.28,0.18,-0.31,315.08,2.61,,,-2.040220829,-409.3310326,-1.426896265,0.3272771148,0.642396648,0.1963122813
03N1009,2.33,0.05,0.09,71.79,0.33,0.01,7.78,4.43,0.63,1.06,1.76,0.15,0.01,,11.95,0.04,,0.76,0.79,0.10,0.26,0.19,1.49,302.96,4.455,,,-0.235722334,-426.6656367,-1.087561505,-0.888508277,0.3674535457,0.0194476349
03N1010,2.48,0.05,0.10,75.23,0.35,0.01,8.26,3.82,0.62,1.10,1.92,0.16,0.01,,12.52,0.04,,0.81,0.68,0.10,0.27,0.20,1.34,302.96,4.455,,,-0.385662481,-429.4105336,-1.127181249,-0.715460812,0.4882672564,-0.08223224
03N1011,1.58,0.03,0.09,66.23,0.23,0.01,5.58,11.59,0.32,1.35,1.53,0.10,,,11.02,0.03,,0.55,2.07,0.05,0.33,0.16,2.45,292.16,4.35,,,0.7275486073,-268.6174233,-1.206440635,-2.086496449,-0.574183119,0.1798655455
