PEDON_ID,Fe2O3,MnO,P2O5,SiO2,TiO2,ZrO2,Al2O3,CaO,Na2O,MgO,K2O,Fe2O3_mol,MnO_mol,P2O5_mol,SiO2_mol,TiO2_mol,ZrO2_mol,Al2O3_mol,CaO_mol,Na2O_mol,MgO_mol,K2O_mol,lCaO,cl_MAP,cl_MAT,Till,SubglacialTill,lCaO_mol,PRESS,factor1,factor2,factor3,factor4
00P0189,1.87,0.02,0.02,62.84,0.30,0.00,8.11,2.20,2.73,0.38,1.93,0.12,,,10.46,0.04,,0.80,0.39,0.44,0.09,0.20,0.79,895.16,6.315,,,-0.94160854,382.95848745,-1.663339465,0.9379131081,-0.655772952,0.201068607
00P0192,7.78,0.14,0.31,41.76,0.86,0.02,13.48,3.20,1.86,3.34,0.76,0.49,0.02,0.01,6.95,0.11,,1.32,0.57,0.30,0.83,0.08,1.16,1156.11,5.81,,,-0.562118918,-6.056621639,1.0462405268,0.3649354092,-1.163575315,0.9706828594
00P0194,5.45,0.07,0.11,51.84,0.69,0.00,10.36,3.33,2.74,2.10,2.43,0.34,0.01,,8.63,0.09,,1.02,0.59,0.44,0.52,0.26,1.20,450.2,10.1,,,-0.527632742,-262.9850995,-0.988299338,1.5957214658,-1.037878181,1.0641717747
00P0195,4.70,0.08,0.19,53.09,0.52,0.01,8.79,3.52,2.09,1.57,2.19,0.29,0.01,0.01,8.84,0.06,,0.86,0.63,0.34,0.39,0.23,1.26,759.66,6.47,,,-0.46203546,45.516573345,-1.035109916,0.7272217091,-0.633871053,0.8567807341
00P0198,7.61,0.06,0.15,51.28,0.99,0.02,5.36,0.62,1.43,0.77,1.16,0.48,0.01,0.01,8.54,0.12,,0.53,0.11,0.23,0.19,0.12,-0.48,1332.07,9.55,,,-2.207274913,64.960789711,0.4119345118,-0.053139844,0.65532389,1.5306531828
00P0199,2.13,0.06,0.05,64.63,0.29,0.01,5.21,0.99,1.70,0.35,0.95,0.13,0.01,,10.76,0.04,,0.51,0.18,0.27,0.09,0.10,-0.01,1313.27,9.5,,,-1.714798428,496.83137682,-1.031546182,-0.431650199,0.5083925654,0.6600088571
00P0200,2.52,0.05,0.06,60.29,0.29,0.01,5.91,1.01,1.84,0.54,1.56,0.16,0.01,,10.04,0.04,,0.58,0.18,0.30,0.13,0.17,0.01,1334.77,9.51,,,-1.714798428,597.5904898,-1.235919632,0.1312228956,0.1576583803,0.6925251489
00P0201,4.09,0.07,0.11,57.32,0.63,0.01,5.20,0.73,1.51,0.50,1.40,0.26,0.01,,9.54,0.08,,0.51,0.13,0.24,0.12,0.15,-0.31,1313.09,9.425,,,-2.040220829,337.92471602,-0.528693047,-0.134387841,0.5086590091,1.0199216375
00P0202,6.84,0.08,0.10,51.37,0.84,0.01,6.01,0.42,0.95,0.65,1.89,0.43,0.01,,8.55,0.11,,0.59,0.07,0.15,0.16,0.20,-0.87,1235.4,8.245,,,-2.659260037,66.931937703,0.1581287917,-0.070380165,0.6094471744,1.1210664631
00P0203,4.06,0.06,0.07,61.05,0.55,0.01,6.50,1.13,1.82,0.67,1.43,0.25,0.01,,10.16,0.07,,0.64,0.20,0.29,0.17,0.15,0.12,1286.95,8.715,,,-1.609437912,400.14883333,-0.741466637,0.1405507967,0.2899726814,0.8174558108
00P0204,5.18,0.04,0.13,58.19,0.75,0.01,7.55,0.84,1.56,1.04,1.53,0.32,0.01,,9.69,0.09,,0.74,0.15,0.25,0.26,0.16,-0.17,1293.87,8.49,,,-1.897119985,288.45490244,-0.306330146,0.1733126197,0.3228909256,0.8895094123
00P0246,1.94,0.05,0.20,34.59,0.29,0.01,6.22,16.51,1.65,5.73,1.83,0.12,0.01,0.01,5.76,0.04,,0.61,2.94,0.27,1.42,0.19,2.80,130.18,11.595,,,1.0784095814,-308.9815836,-1.49585335,-0.974893599,-2.602352078,2.652106502
00P0297,2.96,0.07,0.10,56.64,0.43,0.00,6.65,1.43,3.27,0.65,2.76,0.19,0.01,,9.43,0.05,,0.65,0.26,0.53,0.16,0.29,0.36,1368.78,12.73,,,-1.347073648,905.52927088,-2.117833712,1.9361435784,-0.758467251,1.0205604059
00P0304,2.80,0.05,0.16,56.28,0.37,0.00,8.36,2.00,3.52,0.57,2.77,0.18,0.01,0.01,9.37,0.05,,0.82,0.36,0.57,0.14,0.29,0.69,946.12,4.34,,,-1.021651248,534.69889558,-2.148094865,2.1067173992,-0.997718766,0.7223609187
00P0306,3.85,0.07,0.12,56.13,0.52,0.00,6.25,1.93,3.10,0.92,2.24,0.24,0.01,,9.34,0.07,,0.61,0.34,0.50,0.23,0.24,0.66,841.94,5.01,,,-1.078809661,218.39233625,-1.636345671,1.5746947094,-0.58175888,1.3022665161
00P0307,10.74,0.08,0.24,48.52,0.82,0.00,5.38,1.77,2.78,0.71,2.00,0.67,0.01,0.01,8.08,0.10,,0.53,0.32,0.45,0.18,0.21,0.57,869.45,5.125,,,-1.139434283,-171.1584217,-0.292151039,1.5462456931,-0.278636074,1.8827562149
00P0308,7.50,0.12,0.11,41.78,0.89,0.02,5.75,1.08,1.47,1.01,0.92,0.47,0.02,,6.95,0.11,,0.56,0.19,0.24,0.25,0.10,0.08,742.77,6.245,,,-1.660731207,-489.0086825,0.7199790693,-0.141399304,-0.153518361,1.4123695849
00P0313,2.00,0.04,0.25,63.13,0.37,0.01,7.47,6.55,0.85,2.60,1.89,0.13,0.01,0.01,10.51,0.05,,0.73,1.17,0.14,0.64,0.20,1.88,482.51,8.44,,,0.1570037488,-217.9356794,-1.185212549,-0.711199036,-0.182077365,0.8761435173
00P0314,2.01,0.03,0.15,38.04,0.30,0.01,6.54,21.56,0.48,3.27,1.46,0.13,,0.01,6.33,0.04,,0.64,3.84,0.08,0.81,0.15,3.07,482.51,8.44,,,1.3454723666,85.04811352,-0.915961312,-2.878620474,-2.699350134,1.0308590986
00P0317,3.82,0.06,0.21,42.42,0.45,0.01,11.32,13.97,0.44,5.15,2.38,0.24,0.01,0.01,7.06,0.06,,1.11,2.49,0.07,1.28,0.25,2.64,223.62,10.155,,,0.9122827105,-408.5622954,-0.637056955,-1.133889436,-1.933521416,1.2691441146
00P0318,3.45,0.11,0.17,63.95,0.58,0.02,9.24,0.77,1.54,0.89,4.36,0.22,0.02,0.01,10.64,0.07,,0.91,0.14,0.25,0.22,0.46,-0.26,313.18,9.14,,,-1.966112856,-201.8999409,-1.840820848,1.8679705637,-0.393573139,0.0122884242
00P0319,3.20,0.05,0.18,46.27,0.41,0.01,9.67,13.12,0.30,4.54,1.99,0.20,0.01,0.01,7.70,0.05,,0.95,2.34,0.05,1.13,0.21,2.57,311.64,8.915,,,0.8501509294,-349.2561329,-0.683735449,-1.511205541,-1.507251114,1.2139519302
00P0320,1.84,0.04,0.13,36.51,0.29,0.01,5.34,15.79,0.13,3.69,1.05,0.12,,,6.08,0.04,,0.52,2.82,0.02,0.91,0.11,2.76,311.64,8.915,,,1.036736885,-352.3711883,-0.458658026,-2.838689457,-1.826474123,1.482391479
00P0321,0.57,0.02,0.09,10.59,0.09,0.00,1.74,44.88,0.20,0.98,0.40,0.04,,,1.76,0.01,,0.17,8.00,0.03,0.24,0.04,3.80,449.01,7.53,,,2.0794415417,717.86424936,-1.160086637,-6.850685747,-5.83869806,0.4625829842
00P0347,2.91,0.08,0.10,58.39,0.38,0.01,8.20,1.18,3.39,0.53,2.41,0.18,0.01,,9.72,0.05,,0.80,0.21,0.55,0.13,0.26,0.17,1368.78,12.73,,,-1.560647748,898.23583153,-1.974016454,1.9227938677,-0.801596516,0.6911815809
00P0353,3.32,0.16,0.18,59.65,0.45,0.00,6.36,1.52,3.46,0.66,1.93,0.21,0.02,0.01,9.93,0.06,,0.62,0.27,0.56,0.16,0.20,0.42,1368.78,12.73,,,-1.30933332,803.53349467,-1.654410653,1.7513980259,-0.823658624,0.988758257
00P0357,6.80,0.12,0.19,46.45,0.68,0.01,14.20,4.67,2.80,3.29,0.95,0.43,0.02,0.01,7.73,0.09,,1.39,0.83,0.45,0.82,0.10,1.54,1112.59,14.62,,,-0.186329578,219.02619335,0.2515519262,1.0379891793,-1.752391213,0.8114441632
00P0362,9.84,0.20,0.36,46.03,1.32,0.00,13.69,5.30,2.58,2.75,0.80,0.62,0.03,0.01,7.66,0.17,,1.34,0.94,0.42,0.68,0.09,1.67,607.01,9.01,,,-0.061875404,-580.1708783,1.344287981,1.0946446352,-1.690811527,0.9076170184
00P0682,0.04,0.00,0.10,1.18,0.01,0.00,0.09,48.79,1.00,2.29,0.05,,,,0.20,,,0.01,8.70,0.16,0.57,0.01,3.89,1011.81,12.33,,,2.1633230257,1030.2896076,-0.288870559,-6.255632555,-6.396220917,2.1685082265
01N0167,3.89,0.12,0.10,59.26,0.61,0.02,10.27,0.84,0.82,0.84,1.96,0.24,0.02,,9.86,0.08,,1.01,0.15,0.13,0.21,0.21,-0.17,1006.02,12.355,,,-1.897119985,93.423135565,-0.156143012,-0.10428578,-0.01113111,-0.236791838
01N0172,4.74,0.11,0.19,58.08,0.61,0.02,9.39,1.30,0.79,0.90,2.00,0.30,0.02,0.01,9.67,0.08,,0.92,0.23,0.13,0.22,0.21,0.26,1002.46,12.405,,,-1.46967597,50.69301059,-0.112822204,-0.102946984,0.0595317064,0.0313200439
01N0331,2.71,0.03,0.10,69.26,0.58,0.02,5.89,0.03,0.76,0.47,1.38,0.17,,,11.53,0.07,,0.58,,0.12,0.12,0.15,-3.51,1290.59,11.285,,,,398.4040389,-0.649675512,-0.846808644,0.6429064275,0.2966271625
01N0355,5.96,0.07,0.12,65.64,0.68,0.01,13.91,0.76,2.42,2.81,1.86,0.37,0.01,,10.93,0.09,,1.36,0.13,0.39,0.70,0.20,-0.27,1371.31,12.76,,,-2.040220829,501.81831754,-0.518208426,1.6029110149,-0.413471609,0.5584437423
01N0356,7.20,0.14,0.16,60.03,0.85,0.01,16.34,0.56,1.88,2.24,1.97,0.45,0.02,0.01,9.99,0.11,,1.60,0.10,0.30,0.56,0.21,-0.58,1499.71,12.64,,,-2.302585093,514.23938991,0.3413667047,1.3751984968,-0.682379394,-0.243337047
01N0364,2.04,0.05,0.14,69.42,0.51,0.03,8.07,1.55,1.28,0.99,1.69,0.13,0.01,,11.55,0.06,,0.79,0.28,0.21,0.24,0.18,0.44,1666.01,20.515,,,-1.272965676,884.73650585,-1.054341121,-0.125969034,0.4411714481,0.2674113227
01N0367,7.03,0.08,0.10,54.62,0.84,0.02,17.95,0.46,0.39,3.45,2.61,0.44,0.01,,9.09,0.11,,1.76,0.08,0.06,0.86,0.28,-0.78,1346.54,18,,,-2.525728644,237.48093151,0.668681155,0.6103651792,-0.239621141,-0.194534778
01N0368,5.11,0.07,0.05,69.48,0.74,0.03,12.25,0.35,0.50,1.57,1.84,0.32,0.01,,11.56,0.09,,1.20,0.06,0.08,0.39,0.20,-1.05,1361.84,17.905,,,-2.813410717,313.0371254,0.0210706995,-0.126702116,0.6857875665,-0.183291148
01N0548,3.70,0.04,0.13,71.35,1.00,0.03,11.82,0.41,1.35,0.93,2.29,0.23,0.01,,11.88,0.13,,1.16,0.07,0.22,0.23,0.24,-0.89,1173.33,11.51,,,-2.659260037,237.47071304,-0.457429886,0.6781579567,0.5187323179,-0.090691267
01N0565,2.85,0.12,0.15,67.64,0.39,0.02,9.26,1.12,1.49,0.70,1.89,0.18,0.02,0.01,11.26,0.05,,0.91,0.20,0.24,0.17,0.20,0.11,609.68,6.26,,,-1.609437912,-120.0415363,-0.939564858,0.2939437163,-0.025421761,-0.196072007
01N0571,8.90,0.05,0.23,48.01,1.45,0.01,20.19,0.22,0.14,0.56,1.58,0.56,0.01,0.01,7.99,0.18,,1.98,0.04,0.02,0.14,0.17,-1.51,1487.45,12.47,,,-3.218875825,35.771682633,2.2848118876,-0.33117931,0.1402667519,-1.359889252
01N0572,7.13,0.09,0.27,54.25,1.33,0.01,14.83,1.77,0.35,0.80,1.92,0.45,0.01,0.01,9.03,0.17,,1.45,0.32,0.06,0.20,0.20,0.57,1733.16,9.605,,,-1.139434283,443.21916819,1.2507196111,-0.282779909,0.3452934931,-0.405839299
01N0574,8.54,0.15,0.11,59.39,1.47,0.02,15.45,0.09,0.10,0.49,0.76,0.53,0.02,,9.89,0.18,,1.51,0.02,0.02,0.12,0.08,-2.41,1497.14,10.84,,,-3.912023005,-27.28847664,2.2484468147,-0.776223263,0.5705333038,-0.836641141
01N0583,3.87,0.03,0.04,80.62,0.65,0.03,9.25,0.87,1.15,0.88,2.07,0.24,,,13.42,0.08,,0.91,0.16,0.19,0.22,0.22,-0.14,818.27,5.135,,,-1.832581464,-20.76472286,-0.896251614,0.367337852,0.6724059163,-0.09374245
01N0586,4.36,0.05,0.08,80.71,0.83,0.04,10.67,0.80,1.31,0.89,2.30,0.27,0.01,,13.43,0.10,,1.05,0.14,0.21,0.22,0.24,-0.22,817.51,5.105,,,-1.966112856,-54.78590623,-0.819360796,0.632516462,0.7480376164,-0.127544751
01N0896,2.51,0.08,0.17,71.96,0.48,0.02,7.76,0.60,0.57,0.68,2.47,0.16,0.01,0.01,11.98,0.06,,0.76,0.11,0.09,0.17,0.26,-0.51,220.07,12.665,,,-2.207274913,-600.3793224,-1.104384854,-0.172577298,0.9418580058,0.0537588918
01N0916,4.01,0.01,0.03,66.73,0.60,0.01,8.48,0.06,0.10,0.26,1.07,0.25,,,11.11,0.08,,0.83,0.01,0.02,0.06,0.11,-2.81,1189.6,15.205,,,-4.605170186,58.061639865,0.2957983853,-1.218361444,1.0443598907,-0.238137058
01N0947,6.98,0.04,0.25,47.14,0.90,0.02,5.77,0.03,0.58,0.26,1.42,0.44,0.01,0.01,7.85,0.11,,0.57,0.01,0.09,0.06,0.15,-3.51,1344.95,6.505,,,-4.605170186,52.702965162,0.6238361709,-0.685434711,0.8584593146,1.0082501128
01N0948,7.60,0.06,0.25,50.35,1.08,0.02,5.17,0.01,0.53,0.24,1.34,0.48,0.01,0.01,8.38,0.14,,0.51,,0.09,0.06,0.14,-4.61,1339.33,7.62,,,,12.495485705,0.7513322922,-0.885817194,0.8201151327,1.1867144187
01N0949,2.56,0.04,0.17,68.53,0.52,0.02,7.56,2.14,2.31,0.96,2.29,0.16,0.01,0.01,11.41,0.07,,0.74,0.38,0.37,0.24,0.24,0.76,1359.24,6.95,,,-0.967584026,721.27759157,-1.645817416,0.9825145779,0.026304739,0.6803778921
01N0950,5.82,0.05,0.15,57.91,0.84,0.02,5.45,0.22,0.98,0.24,1.45,0.36,0.01,0.01,9.64,0.11,,0.53,0.04,0.16,0.06,0.15,-1.51,1383.74,6.925,,,-3.218875825,207.37953217,0.0607642372,-0.347249288,0.9879567473,0.9983093171
01N0952,6.45,0.07,0.19,56.94,1.00,0.02,6.13,0.40,1.43,0.39,1.47,0.40,0.01,0.01,9.48,0.12,,0.60,0.07,0.23,0.10,0.16,-0.92,1356.42,7.245,,,-2.659260037,198.13223288,0.0381535467,0.1251299205,0.7330192735,1.110955998
01N1036,15.43,0.07,0.21,31.57,1.62,0.02,23.90,0.06,0.04,0.42,0.23,0.97,0.01,0.01,5.25,0.20,,2.34,0.01,0.01,0.10,0.02,-2.81,1945.13,22,,,-4.605170186,27.664799689,4.4421856557,-0.830609466,-0.215968287,-1.517182017
01N1042,45.83,0.38,0.10,5.82,0.44,0.00,15.87,0.04,0.03,0.14,0.05,2.87,0.05,,0.97,0.05,,1.56,0.01,,0.03,0.01,-3.22,1945.13,22,,,-4.605170186,-603.4050865,7.1863215044,1.4956723723,-2.310749176,0.3889836036
01N1055,6.44,0.17,0.24,57.97,0.79,0.02,15.68,0.07,1.12,0.95,2.89,0.40,0.02,0.01,9.65,0.10,,1.54,0.01,0.18,0.24,0.31,-2.66,2058.99,8.415,,,-4.605170186,1166.2634398,0.0857196077,1.1011060216,-0.462550804,-0.907299981
01N1056,4.82,0.17,0.30,56.72,0.53,0.02,10.80,0.06,0.48,0.73,1.38,0.30,0.02,0.01,9.44,0.07,,1.06,0.01,0.08,0.18,0.15,-2.81,2079.92,8.69,,,-4.605170186,1026.424758,0.3786909717,-0.576575063,0.2349801478,-0.367183029
01N1057,6.05,0.33,0.31,50.98,0.66,0.01,11.24,0.09,0.68,0.49,2.82,0.38,0.05,0.01,8.48,0.08,,1.10,0.02,0.11,0.12,0.30,-2.41,2041.72,9.355,,,-3.912023005,1184.9853975,0.3793364905,0.7025798957,-1.18489536,-0.978168968
01N1058,5.66,0.23,0.17,63.75,0.85,0.02,13.32,0.03,0.45,0.47,3.08,0.35,0.03,0.01,10.61,0.11,,1.31,0.01,0.07,0.12,0.33,-3.51,2031.21,8.505,,,-4.605170186,1114.5334038,0.1174950114,0.6580427888,-0.150469665,-1.093460542
01N1059,7.63,0.88,0.25,51.76,0.67,0.02,12.45,0.11,0.85,0.60,2.66,0.48,0.12,0.01,8.61,0.08,,1.22,0.02,0.14,0.15,0.28,-2.21,2031.21,8.505,,,-3.912023005,1314.9377653,1.5421661236,1.5760142628,-3.623566044,-2.479931496
01N1062,3.48,0.03,0.07,69.01,0.84,0.02,12.47,0.03,0.65,0.42,3.82,0.22,,,11.49,0.10,,1.22,0.01,0.10,0.11,0.41,-3.51,1315.97,10.615,,,-4.605170186,586.92503184,-0.958425387,0.9641757369,0.2492977671,-0.834113881
01N1063,3.89,0.05,0.06,67.68,0.95,0.02,13.38,0.09,0.74,0.56,4.00,0.24,0.01,,11.26,0.12,,1.31,0.02,0.12,0.14,0.42,-2.41,1315.97,10.615,,,-3.912023005,543.61651418,-0.869626225,1.1402176363,0.31026899,-0.711689101
01N1064,10.26,0.19,0.32,46.94,1.21,0.02,18.92,0.13,0.28,1.64,2.36,0.64,0.03,0.01,7.81,0.15,,1.86,0.02,0.05,0.41,0.25,-2.04,1600.94,10.285,,,-3.912023005,300.84302359,1.9807479102,0.6058468918,-0.767153037,-1.108906046
01N1065,5.96,0.08,0.15,58.96,0.81,0.02,13.39,0.10,0.79,1.06,2.28,0.37,0.01,0.01,9.81,0.10,,1.31,0.02,0.13,0.26,0.24,-2.30,1923.48,9.85,,,-3.912023005,889.92658333,0.16209529,0.301790494,0.2877953058,-0.311520348
01N1066,6.63,0.08,0.21,51.06,0.87,0.02,13.67,0.08,0.71,0.83,2.78,0.42,0.01,0.01,8.50,0.11,,1.34,0.02,0.11,0.21,0.30,-2.53,1963.48,9.85,,,-3.912023005,925.31048524,0.2806428721,0.5064854518,0.0611406599,-0.322635641
01N1137,2.75,0.01,0.05,90.57,0.79,0.02,8.64,0.01,0.08,0.32,1.08,0.17,,,15.07,0.10,,0.85,,0.01,0.08,0.11,-4.61,1067.97,10.205,,,,40.35902787,-0.236274666,-1.33746449,1.4800579115,-0.58161256
01N1138,2.96,0.03,0.08,86.08,0.85,0.02,8.17,0.04,0.23,0.33,1.25,0.19,,,14.33,0.11,,0.80,0.01,0.04,0.08,0.13,-3.22,1087.5,10.675,,,-4.605170186,-15.89960421,-0.157677114,-0.84591496,1.6423684854,-0.267539731
01N1140,1.58,0.01,0.06,96.45,0.70,0.02,4.53,0.01,0.08,0.16,0.58,0.10,,,16.05,0.09,,0.44,,0.01,0.04,0.06,-4.61,1074.19,10.54,,,,36.101251255,-0.58922057,-1.76218402,2.0035616096,0.0023568073
01N1141,1.33,0.01,0.06,95.76,1.01,0.04,4.32,0.00,0.07,0.17,0.55,0.08,,,15.94,0.13,,0.42,,0.01,0.04,0.06,,1074.19,10.54,,,,-53.88692833,-0.366429947,-1.728551405,2.1456315954,0.207766694
01N1142,2.41,0.01,0.06,86.95,0.74,0.02,8.13,0.01,0.29,0.29,1.35,0.15,,,14.47,0.09,,0.80,,0.05,0.07,0.14,-4.61,1192.81,11.005,,,,255.20808326,-0.532786085,-1.058695411,1.2373963564,-0.462229562
01N1145,3.28,0.10,0.06,85.87,0.72,0.02,9.73,0.07,0.30,0.47,1.74,0.21,0.01,,14.29,0.09,,0.95,0.01,0.05,0.12,0.18,-2.66,1193.81,11.17,,,-4.605170186,189.42716294,-0.465040631,-0.529448555,1.515186588,-0.456115524
01N1146,2.73,0.08,0.07,74.87,0.62,0.02,8.64,0.05,0.12,0.37,1.21,0.17,0.01,,12.46,0.08,,0.85,0.01,0.02,0.09,0.13,-3.00,1222.11,11.89,,,-4.605170186,161.36149335,-0.156587961,-1.145403837,1.3840565439,-0.28481985
01N1147,2.52,0.02,0.07,76.82,1.04,0.03,11.60,0.03,0.14,0.38,1.63,0.16,,,12.79,0.13,,1.14,0.01,0.02,0.10,0.17,-3.51,1201.18,10.66,,,-4.605170186,106.05440308,0.1890601363,-0.715975175,1.1642674127,-0.766817735
01N1148,1.55,0.02,0.03,83.48,0.70,0.02,4.53,0.04,0.10,0.21,0.58,0.10,,,13.89,0.09,,0.44,0.01,0.02,0.05,0.06,-3.22,1201.18,10.66,,,-4.605170186,74.193194297,-0.276859254,-1.573916431,1.9159746056,0.2533580523
01N1149,2.64,0.01,0.05,78.56,0.77,0.02,6.68,0.06,0.16,0.24,0.83,0.17,,,13.08,0.10,,0.66,0.01,0.03,0.06,0.09,-2.81,1235.44,10.605,,,-4.605170186,92.897005001,-0.000993251,-1.260583935,1.5819453027,0.0001006199
01N1150,1.95,0.01,0.03,80.49,0.86,0.02,6.36,0.03,0.10,0.25,0.84,0.12,,,13.40,0.11,,0.62,0.01,0.02,0.06,0.09,-3.51,1163.81,11.41,,,-4.605170186,18.231803565,-0.068378477,-1.336392794,1.7221049821,0.0462936156
01N1151,0.95,0.02,0.04,83.53,0.51,0.01,4.32,0.06,0.13,0.15,0.62,0.06,,,13.90,0.06,,0.42,0.01,0.02,0.04,0.07,-2.81,1142.95,11.39,,,-4.605170186,123.42369498,-0.604743942,-1.616500194,1.8029996077,0.1127921838
01N1152,3.10,0.03,0.05,70.66,0.94,0.02,12.51,0.03,0.12,0.47,1.64,0.19,,,11.76,0.12,,1.23,0.01,0.02,0.12,0.17,-3.51,1239.18,10.585,,,-4.605170186,145.56040538,0.3573828608,-0.724882905,0.8798066937,-0.856810179
01N1153,2.67,0.02,0.05,84.38,0.93,0.03,7.99,0.04,0.15,0.37,1.08,0.17,,,14.04,0.12,,0.78,0.01,0.02,0.09,0.11,-3.22,1241.33,10.685,,,-4.605170186,82.785245915,0.0281497696,-1.073495819,1.7175966339,-0.187743234
01N1154,2.74,0.01,0.09,81.48,0.71,0.02,8.29,0.03,0.11,0.30,0.89,0.17,,,13.56,0.09,,0.81,0.01,0.02,0.07,0.09,-3.51,1204.66,10.62,,,-4.605170186,95.196248847,0.0001311487,-1.260603241,1.5295989876,-0.370909331
01N1155,1.62,0.03,0.04,88.38,0.75,0.02,5.46,0.03,0.10,0.19,0.67,0.10,,,14.71,0.09,,0.54,0.01,0.02,0.05,0.07,-3.51,1142.95,11.39,,,-4.605170186,43.635766619,-0.351406657,-1.452423434,1.9626342828,-0.004577867
01N1156,1.35,0.01,0.04,71.90,0.59,0.02,6.23,0.01,0.07,0.18,0.98,0.08,,,11.97,0.07,,0.61,,0.01,0.05,0.10,-4.61,1154.25,11.005,,,,191.5209642,-0.347591319,-1.766390038,1.0309478404,-0.132307932
01N1159,5.46,0.07,0.12,60.52,0.71,0.01,15.03,2.41,2.66,1.41,1.03,0.34,0.01,,10.07,0.09,,1.47,0.43,0.43,0.35,0.11,0.88,700,2.22,,,-0.84397007,-154.1515222,-0.116461588,0.8997565711,-0.788210392,-0.165770937
01N1160,5.29,0.09,0.16,62.67,0.59,0.01,14.21,2.38,2.52,1.51,1.37,0.33,0.01,0.01,10.43,0.07,,1.39,0.42,0.41,0.37,0.15,0.87,481,1.27,,,-0.867500568,-300.4310106,-0.504837005,1.0059673281,-0.661581576,-0.106041837
01N1165,5.38,0.11,0.26,58.00,0.63,0.01,15.29,2.80,2.68,1.36,1.09,0.34,0.02,0.01,9.65,0.08,,1.50,0.50,0.43,0.34,0.12,1.03,559,0,,,-0.693147181,-235.1335565,-0.056209307,0.9879602048,-1.238733618,-0.444432426
01N1176,6.13,0.04,0.10,61.72,1.04,0.02,15.45,0.41,0.40,0.64,1.39,0.38,,,10.27,0.13,,1.52,0.07,0.06,0.16,0.15,-0.89,1183.91,11.305,,,-2.659260037,-25.92354231,1.117235663,-0.453345676,0.3410869923,-1.010014831
01N1179,4.93,0.10,0.09,67.42,1.12,0.02,13.02,0.54,0.92,0.73,1.92,0.31,0.01,,11.22,0.14,,1.28,0.10,0.15,0.18,0.20,-0.62,1178.16,10.99,,,-2.302585093,88.051646249,0.2639772636,0.1544840255,0.5762611064,-0.358965776
01N1183,5.13,0.08,0.08,65.22,0.90,0.01,13.85,0.59,1.08,0.82,2.24,0.32,0.01,,10.86,0.11,,1.36,0.11,0.17,0.20,0.24,-0.53,1222.34,11.25,,,-2.207274913,262.59668036,-0.049784485,0.440157184,0.2259860151,-0.559974223
01N1187,13.96,0.20,0.30,46.87,2.73,0.03,18.71,0.51,0.71,0.67,1.12,0.87,0.03,0.01,7.80,0.34,,1.83,0.09,0.11,0.17,0.12,-0.67,1193.97,10.95,,,-2.407945609,-790.3877115,4.0746562256,0.5462656772,0.0183662616,-0.343960173
01N1190,15.73,0.24,0.36,41.31,2.90,0.03,19.22,0.37,0.47,0.49,0.85,0.98,0.03,0.01,6.88,0.36,,1.88,0.07,0.08,0.12,0.09,-0.99,1254.3,11.21,,,-2.659260037,-905.8948658,4.7679465718,0.3200951602,0.0517178369,-0.325174647
01N1196,4.70,0.10,0.13,66.95,1.06,0.02,11.63,0.38,0.61,0.60,1.87,0.29,0.01,,11.14,0.13,,1.14,0.07,0.10,0.15,0.20,-0.97,1175.89,11.285,,,-2.659260037,73.08147094,0.2108757703,-0.167071629,0.7851454817,-0.257251702
01N1197,5.86,0.02,0.09,59.22,0.80,0.01,16.89,0.19,0.17,0.47,1.31,0.37,,,9.86,0.10,,1.66,0.03,0.03,0.12,0.14,-1.66,1175.89,11.285,,,-3.506557897,15.910434418,1.1740272722,-0.70465195,0.1666794259,-1.497027613
01N1200,5.28,0.07,0.14,65.22,1.09,0.02,13.36,0.36,0.54,0.55,1.43,0.33,0.01,0.01,10.85,0.14,,1.31,0.06,0.09,0.14,0.15,-1.02,1159.04,11.42,,,-2.813410717,-55.49363954,0.7321561563,-0.399506099,0.8203220547,-0.488808146
01N1203,13.73,0.38,0.33,45.53,2.43,0.03,19.24,0.55,0.59,0.64,0.87,0.86,0.05,0.01,7.58,0.30,,1.89,0.10,0.10,0.16,0.09,-0.60,1308.11,10.73,,,-2.302585093,-563.2577167,4.2756313269,0.44447425,-0.823887476,-1.062124509
01P0087,3.10,0.05,0.17,55.81,0.46,0.02,10.46,6.47,1.07,1.74,2.32,0.19,0.01,0.01,9.29,0.06,,1.03,1.15,0.17,0.43,0.25,1.87,443.99,11.26,,,0.1397619424,-211.4793719,-0.937298386,-0.312093722,-0.682299062,0.1479182731
01P0163,2.92,0.05,0.18,59.81,0.44,0.02,10.80,8.81,1.24,1.55,2.38,0.18,0.01,0.01,9.96,0.06,,1.06,1.57,0.20,0.38,0.25,2.18,468.34,8.62,,,0.4510756194,-78.76858855,-1.163343111,-0.390458013,-0.95224592,-0.065426015
01P0165,3.05,0.04,0.13,63.18,0.41,0.01,9.11,5.36,0.92,1.42,1.86,0.19,0.01,,10.52,0.05,,0.89,0.96,0.15,0.35,0.20,1.68,385.03,8.945,,,-0.040821995,-330.7863631,-0.905464544,-0.619199324,-0.209357932,0.1392376446
02N0081,7.66,0.08,0.08,51.13,0.79,0.01,13.76,3.00,2.17,3.16,3.99,0.48,0.01,,8.51,0.10,,1.35,0.53,0.35,0.78,0.42,1.10,3349.24,9.67,,,-0.634878272,2676.9114455,-0.940155032,2.4261330697,-1.252309523,0.8443723457
